#eta,etabin,lut,func
20,4,57,58.246
-16,3,172,173.028
-29,7,52,54.1348
1,0,289,290.776
20,4,57,58.246
-29,7,52,54.1348
-16,3,172,173.028
7,1,139,140.705
13,3,32,32.9442
19,4,29,29.123
-10,2,2388,2363.17
-20,4,1776,1709.71
13,3,32,32.9442
7,1,139,140.705
19,4,29,29.123
-10,2,2388,2363.17
-20,4,1776,1709.71
19,4,125,126.573
16,3,66,67.9474
5,1,38,38.9272
12,2,28,28.5332
-28,6,221,221.423
-8,1,149,150.589
-25,6,41,42.6205
-11,2,22,22.419
-13,3,22,22.6491
5,1,38,38.9272
19,4,125,126.573
12,2,28,28.5332
16,3,66,67.9474
-13,3,22,22.6491
-25,6,41,42.6205
-11,2,22,22.419
-8,1,149,150.589
-28,6,221,221.423
25,6,188,189.917
17,4,187,187.594
36,9,51,52.1197
11,2,40,40.7617
31,7,18,19.9444
17,4,187,187.594
25,6,188,189.917
31,7,18,19.9444
11,2,40,40.7617
36,9,51,52.1197
16,3,1049,996.604
8,1,491,490.03
5,1,304,304.515
9,2,300,300.771
12,2,280,281.235
6,1,20,20.488
-1,0,1521,1476.88
-26,6,55,56.8273
-13,3,40,41.1802
-20,4,37,37.4439
-20,4,35,35.3637
-13,3,1,2.05901
1,0,9,8.32431
5,1,304,304.515
9,2,300,300.771
6,1,20,20.488
8,1,491,490.03
12,2,280,281.235
16,3,1049,996.604
-1,0,1521,1476.88
-13,3,40,41.1802
-13,3,1,2.05901
-26,6,55,56.8273
-20,4,35,35.3637
-20,4,37,37.4439
11,2,705,688.827
29,7,79,81.2022
-4,0,1258,1215.18
-11,2,186,187.267
-5,1,135,136.252
-2,0,51,52.0269
29,7,79,81.2022
11,2,705,688.827
-5,1,135,136.252
-2,0,51,52.0269
-11,2,186,187.267
-4,0,1258,1215.18
17,4,2043,1993.02
1,0,1950,1918.86
11,2,209,210.208
7,1,121,122.621
1,0,51,52.0269
2,0,39,39.5405
-9,2,38,38.7236
-23,5,6,6.13872
1,0,1950,1918.86
1,0,51,52.0269
17,4,2043,1993.02
2,0,39,39.5405
7,1,121,122.621
11,2,209,210.208
-9,2,38,38.7236
-23,5,6,6.13872
1,0,773,754.877
6,1,30,30.732
-13,3,394,394.767
1,0,773,754.877
6,1,30,30.732
-13,3,394,394.767
4,0,37,37.4594
4,0,37,37.4594
29,7,69,71.23
19,4,17,16.6417
29,7,69,71.23
19,4,17,16.6417
6,1,217,217.821
6,1,125,126.072
-2,0,451,450.834
-22,5,100,101.076
-11,2,74,75.4092
6,1,125,126.072
6,1,217,217.821
-2,0,451,450.834
-22,5,100,101.076
-11,2,74,75.4092
9,2,485,484.424
2,0,283,283.717
-32,7,61,62.6824
-16,3,38,39.1212
9,2,485,484.424
2,0,283,283.717
-32,7,61,62.6824
-16,3,38,39.1212
7,1,388,388.601
27,6,137,137.733
-26,6,276,276.727
-22,5,238,239.258
7,1,388,388.601
27,6,137,137.733
-22,5,238,239.258
-26,6,276,276.727
3,0,140,142.065
-13,3,701,687.994
-9,2,557,557.158
3,0,140,142.065
-9,2,557,557.158
-13,3,701,687.994
31,7,81,82.6268
36,9,57,57.606
9,2,62,63.1807
16,3,56,57.6523
3,0,47,47.8648
-8,1,76,77.8544
-28,6,66,67.4824
-4,0,57,58.2702
-13,3,34,35.0032
-4,0,31,31.2162
-8,1,18,18.4392
9,2,62,63.1807
31,7,81,82.6268
3,0,47,47.8648
36,9,57,57.606
16,3,56,57.6523
-13,3,34,35.0032
-4,0,57,58.2702
-4,0,31,31.2162
-8,1,18,18.4392
-8,1,76,77.8544
-28,6,66,67.4824
4,0,15,14.5675
-6,1,936,896.327
-12,2,803,774.851
-1,0,59,60.3512
-12,2,22,22.419
4,0,15,14.5675
-1,0,59,60.3512
-6,1,936,896.327
-12,2,803,774.851
-12,2,22,22.419
6,1,382,382.405
-28,6,252,252.505
-9,2,222,222.623
-17,4,19,18.7219
6,1,382,382.405
-9,2,222,222.623
-17,4,19,18.7219
-28,6,252,252.505
8,1,48,49.1712
-26,6,96,97.0879
8,1,48,49.1712
-26,6,96,97.0879
1,0,879,852.396
2,0,228,229.213
7,1,137,138.483
9,2,90,91.291
3,0,53,54.108
14,3,22,22.6491
-16,3,839,807.444
-33,8,51,54.1348
-6,1,16,16.3904
1,0,879,852.396
9,2,90,91.291
2,0,228,229.213
14,3,22,22.6491
3,0,53,54.108
7,1,137,138.483
-6,1,16,16.3904
-16,3,839,807.444
-33,8,51,54.1348
12,2,355,355.564
25,6,318,319.391
25,6,135,136.54
10,2,34,34.6475
25,6,318,319.391
25,6,135,136.54
10,2,34,34.6475
12,2,355,355.564
28,6,194,195.583
31,7,40,41.3134
5,1,50,51.22
4,0,29,29.1351
19,4,21,20.8022
-3,0,218,219.072
5,1,50,51.22
31,7,40,41.3134
19,4,21,20.8022
4,0,29,29.1351
28,6,194,195.583
-3,0,218,219.072
14,3,18,18.5311
-24,5,129,130.267
-2,0,71,72.8377
-6,1,46,47.1224
14,3,18,18.5311
-2,0,71,72.8377
-6,1,46,47.1224
-24,5,129,130.267
-23,5,231,231.807
-11,2,215,216.422
-11,2,215,216.422
-23,5,231,231.807
2,0,586,586.163
3,0,315,316.013
5,1,100,101.095
-4,0,566,565.991
-1,0,483,481.967
-18,4,379,379.376
-36,9,54,54.8628
-9,2,20,20.3809
5,1,100,101.095
2,0,586,586.163
3,0,315,316.013
-1,0,483,481.967
-9,2,20,20.3809
-18,4,379,379.376
-36,9,54,54.8628
-4,0,566,565.991
6,1,536,535.808
2,0,163,164.487
5,1,48,49.1712
23,5,38,38.8786
11,2,20,20.3809
-12,2,828,796.925
-24,5,96,97.2455
-21,5,74,75.7109
5,1,48,49.1712
2,0,163,164.487
6,1,536,535.808
11,2,20,20.3809
23,5,38,38.8786
-21,5,74,75.7109
-12,2,828,796.925
-24,5,96,97.2455
13,3,32,32.9442
-18,4,120,120.922
-17,4,65,66.5669
13,3,32,32.9442
-17,4,65,66.5669
-18,4,120,120.922
28,6,267,267.935
28,6,247,248.085
-6,1,327,326.965
-18,4,15,14.5615
28,6,267,267.935
28,6,247,248.085
-6,1,327,326.965
-18,4,15,14.5615
11,2,20,20.3809
-34,8,74,75.4364
-12,2,18,18.3428
11,2,20,20.3809
-34,8,74,75.4364
-12,2,18,18.3428
23,5,362,362.703
14,3,346,347.135
1,0,25,24.9729
-16,3,96,98.5554
1,0,25,24.9729
14,3,346,347.135
23,5,362,362.703
-16,3,96,98.5554
7,1,143,144.019
12,2,30,30.5713
17,4,21,20.8022
-19,4,63,64.4867
-6,1,54,55.3176
-3,0,25,24.9729
17,4,21,20.8022
7,1,143,144.019
12,2,30,30.5713
-6,1,54,55.3176
-3,0,25,24.9729
-19,4,63,64.4867
8,1,28,28.6832
11,2,14,14.2666
-6,1,573,573.456
-15,3,566,566.305
11,2,14,14.2666
8,1,28,28.6832
-6,1,573,573.456
-15,3,566,566.305
37,9,73,74.0648
29,7,30,31.3412
1,0,19,18.7297
-8,1,541,541.165
-7,1,483,482.627
1,0,19,18.7297
29,7,30,31.3412
37,9,73,74.0648
-7,1,483,482.627
-8,1,541,541.165
10,2,40,40.7617
1,0,29,29.1351
-12,2,531,529.848
-14,3,391,391.503
-22,5,160,161.161
1,0,29,29.1351
10,2,40,40.7617
-14,3,391,391.503
-22,5,160,161.161
-12,2,531,529.848
15,3,307,308.505
11,2,295,295.627
32,7,54,55.5594
8,1,16,16.3904
-18,4,23,22.8824
11,2,295,295.627
15,3,307,308.505
32,7,54,55.5594
8,1,16,16.3904
-18,4,23,22.8824
26,6,235,235.896
8,1,126,127.215
2,0,47,47.8648
-28,6,44,46.1722
-18,4,51,52.0054
-8,1,38,38.9272
-22,5,30,30.6936
-28,6,21,23.0861
-7,1,22,22.5368
2,0,47,47.8648
26,6,235,235.896
8,1,126,127.215
-1,0,19,18.7297
-18,4,51,52.0054
-22,5,30,30.6936
-7,1,22,22.5368
-8,1,38,38.9272
-28,6,44,46.1722
-28,6,21,23.0861
18,4,577,575.728
10,2,334,334.823
8,1,30,30.732
-33,8,50,52.7102
10,2,334,334.823
18,4,577,575.728
8,1,30,30.732
-33,8,50,52.7102
-5,1,1238,1180.76
-3,0,1194,1151.88
-5,1,1238,1180.76
-3,0,1194,1151.88
31,7,141,142.46
16,3,129,129.669
31,7,41,42.738
-32,7,35,37.0396
31,7,141,142.46
31,7,41,42.738
16,3,129,129.669
-32,7,35,37.0396
17,4,245,246.156
2,0,174,175.992
25,6,96,97.0879
5,1,87,88.0984
24,5,74,75.7109
-13,3,157,157.39
-5,1,93,94.7854
-37,9,48,49.3765
-5,1,66,67.6104
5,1,87,88.0984
17,4,245,246.156
25,6,96,97.0879
2,0,174,175.992
24,5,74,75.7109
-5,1,66,67.6104
-5,1,93,94.7854
-13,3,157,157.39
-37,9,48,49.3765
25,6,382,383.588
21,5,328,328.984
4,0,130,131.085
26,6,41,42.6205
1,0,39,39.5405
2,0,25,24.9729
-26,6,7,8.87927
1,0,39,39.5405
21,5,328,328.984
25,6,382,383.588
2,0,25,24.9729
26,6,41,42.6205
4,0,130,131.085
-26,6,7,8.87927
16,3,216,216.581
3,0,21,20.8108
-15,3,237,238.03
-5,1,34,34.8296
3,0,21,20.8108
16,3,216,216.581
-5,1,34,34.8296
-15,3,237,238.03
6,1,114,115.616
10,2,58,59.1045
-10,2,154,155.309
-26,6,77,78.1376
-18,4,9,8.32086
6,1,114,115.616
10,2,58,59.1045
-10,2,154,155.309
-18,4,9,8.32086
-26,6,77,78.1376
3,0,123,124.368
-5,1,607,603.827
-5,1,604,601.65
-8,1,62,63.5128
-32,7,37,38.4642
-20,4,31,31.2032
3,0,123,124.368
-5,1,604,601.65
-5,1,607,603.827
-32,7,37,38.4642
-8,1,62,63.5128
-20,4,31,31.2032
4,0,1696,1654.24
6,1,164,164.602
36,9,48,49.3765
-2,0,1578,1534.03
-35,8,46,46.6334
6,1,164,164.602
36,9,48,49.3765
4,0,1696,1654.24
-2,0,1578,1534.03
-35,8,46,46.6334
13,3,70,72.0654
-23,5,89,90.7393
13,3,70,72.0654
-23,5,89,90.7393
3,0,47,47.8648
-24,5,44,45.0173
3,0,47,47.8648
-24,5,44,45.0173
9,2,1263,1198.6
28,6,55,56.8273
16,3,54,55.5933
13,3,30,30.8852
9,2,24,24.457
1,0,11,10.4054
-15,3,1163,1102.28
-24,5,16,16.3699
-19,4,15,14.5615
1,0,11,10.4054
9,2,1263,1198.6
9,2,24,24.457
13,3,30,30.8852
16,3,54,55.5933
28,6,55,56.8273
-15,3,1163,1102.28
-19,4,15,14.5615
-24,5,16,16.3699
11,2,475,473.693
-24,5,849,825.685
-14,3,300,302.089
-15,3,83,84.4195
-3,0,43,43.7026
-23,5,36,36.8323
-18,4,23,22.8824
11,2,475,473.693
-14,3,300,302.089
-18,4,23,22.8824
-3,0,43,43.7026
-15,3,83,84.4195
-23,5,36,36.8323
-16,3,16,16.4721
-24,5,849,825.685
20,4,31,31.2032
-16,3,480,479.531
-13,3,349,350.367
-11,2,209,210.208
-18,4,86,87.369
-2,0,35,35.3783
-12,2,30,30.5713
20,4,31,31.2032
-13,3,349,350.367
-2,0,17,16.6486
-2,0,35,35.3783
-10,2,16,16.3047
-18,4,86,87.369
-11,2,209,210.208
-4,0,27,27.054
-12,2,30,30.5713
-16,3,480,479.531
27,6,331,332.471
7,1,48,49.1712
-10,2,140,141.051
-12,2,26,26.4951
-10,2,14,14.2666
7,1,48,49.1712
27,6,331,332.471
-10,2,140,141.051
-10,2,14,14.2666
-12,2,26,26.4951
5,1,278,279.056
22,5,173,173.39
36,9,46,46.6334
4,0,35,35.3783
-11,2,362,362.845
-25,6,89,90.6142
-21,5,42,42.971
5,1,278,279.056
22,5,173,173.39
36,9,46,46.6334
4,0,35,35.3783
-21,5,42,42.971
-25,6,89,90.6142
-11,2,362,362.845
11,2,20,20.3809
12,2,12,12.2285
-18,4,75,76.968
11,2,20,20.3809
12,2,12,12.2285
-18,4,75,76.968
20,4,86,87.369
9,2,42,42.7998
23,5,24,24.5549
-19,4,31,31.2032
-1,0,31,31.2162
9,2,42,42.7998
23,5,24,24.5549
20,4,86,87.369
-1,0,31,31.2162
-19,4,31,31.2032
11,2,1158,1098.68
16,3,951,907.889
2,0,156,158.151
10,2,149,149.863
31,7,20,21.369
-18,4,31,31.2032
-5,1,26,26.6344
2,0,156,158.151
10,2,149,149.863
31,7,20,21.369
11,2,1158,1098.68
16,3,951,907.889
-5,1,26,26.6344
-18,4,31,31.2032
21,5,665,658.823
28,6,589,589.397
8,1,56,57.3664
-14,3,24,24.7081
21,5,665,658.823
8,1,56,57.3664
28,6,589,589.397
-14,3,24,24.7081
27,6,175,176.231
25,6,92,93.2172
18,4,47,47.8449
25,6,92,93.2172
18,4,47,47.8449
27,6,175,176.231
-29,7,123,123.94
-12,2,68,69.2949
-21,5,50,51.156
-21,5,50,51.156
-29,7,123,123.94
-12,2,68,69.2949
31,7,207,207.992
12,2,96,97.6904
-28,6,37,39.0688
-16,3,30,30.8852
31,7,207,207.992
12,2,96,97.6904
-16,3,30,30.8852
-28,6,37,39.0688
5,1,304,304.515
29,7,52,54.1348
24,5,58,59.341
5,1,46,47.1224
11,2,42,42.7998
-28,6,603,603.637
-20,4,25,24.9626
5,1,46,47.1224
5,1,304,304.515
29,7,52,54.1348
11,2,42,42.7998
24,5,58,59.341
-20,4,25,24.9626
-28,6,603,603.637
-9,2,218,218.491
-14,3,202,203.635
-16,3,28,28.8262
-15,3,18,18.5311
-9,2,218,218.491
-14,3,202,203.635
-15,3,18,18.5311
-16,3,28,28.8262
12,2,218,218.491
34,8,55,56.2344
28,6,57,58.6032
18,4,41,41.6043
-23,5,231,231.807
-25,6,178,179.665
-29,7,95,96.8728
-22,5,94,95.9571
-15,3,76,78.2424
-4,0,47,47.8648
34,8,55,56.2344
18,4,41,41.6043
12,2,218,218.491
28,6,57,58.6032
-25,6,178,179.665
-29,7,95,96.8728
-22,5,94,95.9571
-15,3,76,78.2424
-23,5,231,231.807
-4,0,47,47.8648
-8,1,18,18.4392
-12,2,20,20.3809
23,5,56,57.2947
10,2,10,10.1904
-18,4,749,722.753
-3,0,567,567.05
-5,1,108,109.658
-13,3,66,67.9474
10,2,10,10.1904
23,5,56,57.2947
-5,1,108,109.658
-13,3,66,67.9474
-18,4,749,722.753
-3,0,567,567.05
28,6,216,216.952
13,3,181,181.848
25,6,60,62.1549
6,1,62,63.5128
18,4,53,54.0856
4,0,43,43.7026
-9,2,556,556.062
-7,1,266,266.841
-14,3,130,130.855
-2,0,61,62.4323
13,3,181,181.848
25,6,60,62.1549
29,7,23,24.2182
2,0,11,10.4054
6,1,62,63.5128
18,4,53,54.0856
3,0,31,31.2162
4,0,43,43.7026
28,6,216,216.952
-9,2,556,556.062
-2,0,61,62.4323
-14,3,130,130.855
-7,1,266,266.841
15,3,603,604.132
13,3,317,318.14
6,1,87,88.0984
25,6,16,17.7585
-19,4,251,252.052
-24,5,249,249.875
-3,0,92,93.5066
-17,4,19,18.7219
13,3,317,318.14
25,6,16,17.7585
6,1,87,88.0984
15,3,603,604.132
-17,4,19,18.7219
-3,0,92,93.5066
-19,4,251,252.052
-24,5,249,249.875
3,0,152,153.898
29,7,54,55.5594
18,4,11,10.4011
-11,2,72,73.3711
-35,8,44,45.2618
-12,2,58,59.1045
-18,4,55,56.1658
-18,4,37,37.4439
-4,0,35,35.3783
29,7,54,55.5594
18,4,11,10.4011
3,0,152,153.898
-18,4,55,56.1658
-18,4,37,37.4439
-35,8,44,45.2618
-11,2,72,73.3711
-4,0,35,35.3783
-12,2,58,59.1045
-20,4,31,31.2032
25,6,227,226.999
13,3,92,94.7145
9,2,64,65.2188
7,1,30,30.732
17,4,31,31.2032
5,1,24,24.5856
-7,1,24,24.5856
5,1,24,24.5856
9,2,64,65.2188
13,3,92,94.7145
17,4,31,31.2032
25,6,227,226.999
7,1,30,30.732
-7,1,24,24.5856
11,2,208,209.171
26,6,152,153.08
24,5,28,28.6474
20,4,23,22.8824
3,0,19,18.7297
-26,6,459,459.633
-1,0,255,255.485
-18,4,223,223.494
-29,7,50,51.2856
-15,3,60,61.7703
-15,3,16,16.4721
26,6,152,153.08
3,0,19,18.7297
11,2,208,209.171
20,4,23,22.8824
24,5,28,28.6474
-1,0,255,255.485
-29,7,50,51.2856
-18,4,223,223.494
-26,6,459,459.633
-15,3,60,61.7703
-15,3,16,16.4721
-9,2,256,256.585
-13,3,245,246.581
-9,2,99,100.199
-10,2,95,96.4256
-9,2,256,256.585
-9,2,99,100.199
-13,3,245,246.581
-10,2,95,96.4256
1,0,17,16.6486
-25,6,293,294.265
-15,3,230,230.536
-20,4,35,35.3637
-20,4,15,14.5615
1,0,17,16.6486
-25,6,293,294.265
-15,3,230,230.536
-20,4,35,35.3637
-20,4,15,14.5615
5,1,181,182.581
37,9,68,68.5785
-17,4,271,272.664
-6,1,259,259.714
-20,4,109,110.468
-7,1,81,81.952
5,1,181,182.581
37,9,68,68.5785
-17,4,271,272.664
-6,1,259,259.714
-7,1,81,81.952
-20,4,109,110.468
8,1,1354,1293.85
1,0,1165,1123.91
-28,6,107,108.488
1,0,1165,1123.91
8,1,1354,1293.85
-28,6,107,108.488
23,5,726,713.173
17,4,67,68.6471
31,7,37,38.4642
12,2,50,50.9522
-19,4,803,770.484
-7,1,235,236.258
-1,0,165,166.589
-13,3,137,137.908
-1,0,31,31.2162
17,4,67,68.6471
31,7,37,38.4642
23,5,726,713.173
12,2,50,50.9522
-1,0,165,166.589
-1,0,31,31.2162
-13,3,137,137.908
-7,1,235,236.258
-19,4,803,770.484
23,5,142,143.035
-3,0,126,127.74
23,5,142,143.035
-3,0,126,127.74
2,0,43,43.7026
17,4,17,16.6417
-28,6,762,753.572
-19,4,691,672.349
-31,7,27,28.492
17,4,17,16.6417
2,0,43,43.7026
-31,7,27,28.492
-19,4,691,672.349
-28,6,762,753.572
14,3,134,134.396
35,8,98,98.7531
5,1,78,79.9032
-10,2,220,220.558
5,1,78,79.9032
14,3,134,134.396
35,8,98,98.7531
-10,2,220,220.558
-26,6,84,85.241
-15,3,22,22.6491
-26,6,84,85.241
-15,3,22,22.6491
12,2,12,12.2285
-25,6,568,567.517
-17,4,393,393.391
-34,8,106,106.982
-7,1,26,26.6344
12,2,12,12.2285
-17,4,393,393.391
-25,6,568,567.517
-34,8,106,106.982
-7,1,26,26.6344
37,9,39,39.7755
8,1,22,22.5368
-37,9,54,54.8628
-3,0,55,56.1891
-8,1,26,26.6344
8,1,22,22.5368
37,9,39,39.7755
-3,0,55,56.1891
-8,1,26,26.6344
-37,9,54,54.8628
19,4,67,68.6471
26,6,28,30.1895
26,6,28,30.1895
19,4,67,68.6471
27,6,123,124.502
5,1,89,90.1472
-8,1,40,40.976
-15,3,18,18.5311
5,1,89,90.1472
27,6,123,124.502
-15,3,18,18.5311
-8,1,40,40.976
1,0,739,724.196
4,0,654,647.174
8,1,103,104.8
7,1,62,63.5128
12,2,18,18.3428
-28,6,30,31.9654
1,0,739,724.196
7,1,62,63.5128
4,0,654,647.174
8,1,103,104.8
12,2,18,18.3428
-28,6,30,31.9654
22,5,1304,1257.41
18,4,429,428.671
6,1,85,86.0496
5,1,32,32.7808
10,2,28,28.5332
18,4,27,27.0428
-8,1,537,536.879
-9,2,24,24.457
5,1,32,32.7808
29,7,17,18.5198
6,1,85,86.0496
10,2,28,28.5332
18,4,27,27.0428
18,4,429,428.671
22,5,1304,1257.41
-9,2,24,24.457
-8,1,537,536.879
23,5,192,193.105
21,5,82,82.6928
17,4,51,52.0054
-6,1,12,12.2928
17,4,51,52.0054
21,5,82,82.6928
23,5,192,193.105
-6,1,12,12.2928
2,0,176,178.07
16,3,166,167.476
-20,4,262,262.851
-13,3,60,61.7703
-14,3,32,32.9442
2,0,176,178.07
16,3,166,167.476
-13,3,60,61.7703
-14,3,32,32.9442
-20,4,262,262.851
4,0,489,488.218
2,0,90,91.5674
-5,1,381,381.373
-14,3,16,16.4721
2,0,90,91.5674
4,0,489,488.218
-5,1,381,381.373
-14,3,16,16.4721
21,5,117,118.368
-28,6,37,39.0688
-1,0,25,24.9729
21,5,117,118.368
-1,0,25,24.9729
-28,6,37,39.0688
11,2,1122,1065.35
13,3,128,128.479
6,1,24,24.5856
-9,2,962,917.321
-17,4,392,392.388
-32,7,104,105.42
-19,4,61,62.4065
-11,2,44,44.8379
-25,6,6,7.10342
13,3,128,128.479
6,1,24,24.5856
11,2,1122,1065.35
-9,2,962,917.321
-17,4,392,392.388
-25,6,6,7.10342
-11,2,44,44.8379
-19,4,61,62.4065
-32,7,104,105.42
-17,4,228,228.432
-3,0,164,165.538
-31,7,84,85.476
-17,4,228,228.432
-31,7,84,85.476
-3,0,164,165.538
3,0,213,215.007
2,0,17,16.6486
-16,3,175,176.344
-3,0,69,70.7566
-16,3,24,24.7081
-3,0,23,22.8918
-22,5,20,20.4624
2,0,17,16.6486
3,0,213,215.007
-22,5,20,20.4624
-3,0,69,70.7566
-3,0,23,22.8918
-16,3,24,24.7081
-16,3,175,176.344
12,2,1801,1735.81
4,0,187,188.412
2,0,35,35.3783
-14,3,1078,1023.14
-21,5,385,385.931
-5,1,96,97.3307
-4,0,55,56.1891
2,0,35,35.3783
4,0,187,188.412
12,2,1801,1735.81
-5,1,96,97.3307
-21,5,385,385.931
-14,3,1078,1023.14
-4,0,55,56.1891
8,1,1442,1381.16
3,0,285,285.734
34,8,117,117.955
21,5,40,40.9248
24,5,32,32.7398
3,0,17,16.6486
-3,0,902,873.664
-10,2,32,32.6094
-12,2,16,16.3047
21,5,40,40.9248
34,8,117,117.955
3,0,285,285.734
3,0,17,16.6486
8,1,1442,1381.16
24,5,32,32.7398
-10,2,32,32.6094
-3,0,902,873.664
-12,2,16,16.3047
29,7,79,81.2022
37,9,57,57.606
18,4,35,35.3637
26,6,28,30.1895
-34,8,58,58.9775
-28,6,66,67.4824
-8,1,62,63.5128
-14,3,34,35.0032
29,7,79,81.2022
18,4,35,35.3637
26,6,28,30.1895
37,9,57,57.606
-34,8,58,58.9775
-14,3,34,35.0032
-8,1,62,63.5128
-28,6,66,67.4824
33,8,114,119.666
14,3,30,30.8852
-1,0,113,114.06
-9,2,24,24.457
14,3,30,30.8852
33,8,114,119.666
-1,0,113,114.06
-9,2,24,24.457
6,1,14,14.3416
-3,0,1661,1618.52
-6,1,1509,1447.96
-5,1,186,186.768
-21,5,74,75.7109
6,1,14,14.3416
-5,1,186,186.768
-21,5,74,75.7109
-6,1,1509,1447.96
-3,0,1661,1618.52
-35,8,32,32.9177
-22,5,36,36.8323
-22,5,36,36.8323
-35,8,32,32.9177
1,0,47,47.8648
-9,2,30,30.5713
1,0,47,47.8648
-9,2,30,30.5713
31,7,211,212.265
23,5,157,157.796
9,2,30,30.5713
-36,9,40,41.1471
-10,2,18,18.3428
9,2,30,30.5713
31,7,211,212.265
23,5,157,157.796
-10,2,18,18.3428
-36,9,40,41.1471
18,4,257,257.943
22,5,249,249.875
3,0,82,83.2431
7,1,46,47.1224
-5,1,40,40.976
-7,1,16,16.3904
18,4,257,257.943
22,5,249,249.875
3,0,82,83.2431
7,1,46,47.1224
-5,1,40,40.976
-7,1,16,16.3904
23,5,1248,1201.99
19,4,618,610.847
12,2,461,459.79
-7,1,767,744.373
-26,6,278,278.923
-33,8,143,149.583
-9,2,131,132.091
19,4,618,610.847
23,5,1248,1201.99
12,2,461,459.79
-9,2,131,132.091
-26,6,278,278.923
-7,1,767,744.373
-33,8,143,149.583
24,5,270,271.033
23,5,94,95.9571
16,3,99,101.177
-10,2,348,348.294
23,5,94,95.9571
16,3,99,101.177
24,5,270,271.033
-10,2,348,348.294
23,5,229,230.741
-1,0,196,197.659
23,5,229,230.741
-1,0,196,197.659
1,0,890,862.461
19,4,41,41.6043
-6,1,738,718.584
-27,6,144,144.851
-37,9,79,79.5511
-3,0,51,52.0269
-14,3,44,45.2983
1,0,890,862.461
19,4,41,41.6043
-6,1,738,718.584
-14,3,44,45.2983
-3,0,51,52.0269
-27,6,144,144.851
-37,9,79,79.5511
-17,4,27,27.0428
-17,4,27,27.0428
17,4,35,35.3637
9,2,10,10.1904
-4,0,126,127.74
9,2,10,10.1904
17,4,35,35.3637
-4,0,126,127.74
16,3,85,86.4785
-25,6,34,35.5171
-6,1,20,20.488
-15,3,6,6.17703
16,3,85,86.4785
-25,6,34,35.5171
-6,1,20,20.488
-15,3,6,6.17703
15,3,825,795.347
23,5,197,198.529
11,2,106,107.577
13,3,22,22.6491
19,4,21,20.8022
-6,1,1353,1292.62
-12,2,1382,1314.3
-4,0,144,145.314
-5,1,129,129.493
-8,1,92,93.5011
-11,2,70,71.333
13,3,22,22.6491
11,2,106,107.577
15,3,825,795.347
19,4,21,20.8022
23,5,197,198.529
-5,1,129,129.493
-6,1,1353,1292.62
-11,2,70,71.333
-4,0,144,145.314
-8,1,92,93.5011
-12,2,1382,1314.3
-33,8,29,31.3412
6,1,364,363.862
5,1,272,272.949
5,1,91,92.196
-7,1,616,611.454
5,1,91,92.196
5,1,272,272.949
6,1,364,363.862
-7,1,616,611.454
11,2,438,437.442
24,5,293,293.181
19,4,269,270.702
23,5,82,82.6928
10,2,54,55.0283
20,4,19,18.7219
-1,0,294,295.82
10,2,54,55.0283
11,2,438,437.442
19,4,269,270.702
23,5,82,82.6928
20,4,19,18.7219
24,5,293,293.181
-1,0,294,295.82
17,4,258,258.925
4,0,27,27.054
-7,1,102,103.571
-20,4,79,81.1284
-13,3,68,70.0064
-17,4,23,22.8824
17,4,258,258.925
4,0,27,27.054
-13,3,68,70.0064
-17,4,23,22.8824
-7,1,102,103.571
-20,4,79,81.1284
10,2,626,621.308
12,2,552,551.68
10,2,626,621.308
12,2,552,551.68
2,0,25,24.9729
-1,0,35,35.3783
2,0,25,24.9729
-1,0,35,35.3783
26,6,84,85.241
-24,5,22,22.5086
26,6,84,85.241
-24,5,22,22.5086
29,7,47,48.4364
-12,2,861,826.141
-20,4,821,786.15
29,7,47,48.4364
-12,2,861,826.141
-20,4,821,786.15
20,4,514,513.835
9,2,299,299.742
6,1,116,116.794
9,2,299,299.742
6,1,116,116.794
20,4,514,513.835
14,3,501,500.751
11,2,363,363.886
36,9,69,69.9501
7,1,98,99.8468
7,1,14,14.3416
-20,4,19,18.7219
14,3,501,500.751
7,1,14,14.3416
7,1,98,99.8468
11,2,363,363.886
36,9,69,69.9501
-20,4,19,18.7219
9,2,1076,1022.45
-7,1,1432,1371.13
9,2,1076,1022.45
-7,1,1432,1371.13
13,3,430,429.761
-29,7,335,336.206
13,3,430,429.761
-29,7,335,336.206
15,3,48,49.4163
-25,6,516,516.223
-26,6,368,369.461
-11,2,226,226.751
-1,0,35,35.3783
15,3,48,49.4163
-1,0,35,35.3783
-25,6,516,516.223
-26,6,368,369.461
-11,2,226,226.751
32,7,234,235.059
22,5,36,36.8323
-4,0,345,346.387
-4,0,178,180.145
22,5,36,36.8323
32,7,234,235.059
-4,0,345,346.387
-4,0,178,180.145
-23,5,54,55.2485
-23,5,54,55.2485
1,0,317,318.034
10,2,313,314.164
37,9,84,85.0374
19,4,61,62.4065
1,0,317,318.034
10,2,313,314.164
19,4,61,62.4065
37,9,84,85.0374
4,0,57,58.2702
-26,6,75,76.3617
-2,0,71,72.8377
-26,6,51,53.2756
-14,3,30,30.8852
4,0,57,58.2702
-2,0,71,72.8377
-14,3,30,30.8852
-26,6,51,53.2756
-26,6,75,76.3617
13,3,250,250.853
25,6,193,194.451
28,6,159,160.077
17,4,23,22.8824
-26,6,66,67.4824
-18,4,61,62.4065
-9,2,44,44.8379
-3,0,39,39.5405
-19,4,19,18.7219
13,3,250,250.853
17,4,23,22.8824
