#eta,etabin,lut,func
25,6,193,194.451
28,6,159,160.077
-9,2,44,44.8379
-18,4,61,62.4065
-26,6,66,67.4824
-3,0,39,39.5405
-19,4,19,18.7219
13,3,1549,1474.72
12,2,1202,1140.93
18,4,99,100.795
9,2,92,93.8739
11,2,18,18.3428
-26,6,149,150.736
-3,0,25,24.9729
9,2,92,93.8739
13,3,1549,1474.72
18,4,99,100.795
11,2,18,18.3428
12,2,1202,1140.93
-26,6,149,150.736
-3,0,25,24.9729
18,4,59,60.3262
16,3,46,47.3573
6,1,42,43.0248
8,1,26,26.6344
11,2,24,24.457
-6,1,888,852.429
-8,1,697,681.839
-3,0,325,326.124
-27,6,127,128.136
-28,6,96,97.0879
-29,7,51,52.7102
6,1,42,43.0248
18,4,59,60.3262
11,2,24,24.457
8,1,26,26.6344
16,3,46,47.3573
-1,0,41,41.6215
-29,7,51,52.7102
-6,1,888,852.429
-10,2,54,55.0283
-3,0,325,326.124
-27,6,127,128.136
-8,1,697,681.839
-28,6,96,97.0879
19,4,29,29.123
-28,6,426,427.036
-25,6,249,250.296
-19,4,59,60.3262
-2,0,39,39.5405
-18,4,21,20.8022
19,4,29,29.123
-25,6,249,250.296
-2,0,39,39.5405
-18,4,21,20.8022
-19,4,59,60.3262
-28,6,426,427.036
10,2,1222,1159.68
12,2,815,785.293
-31,7,62,64.107
10,2,1222,1159.68
12,2,815,785.293
-31,7,62,64.107
15,3,62,63.8294
11,2,30,30.5713
-19,4,621,612.987
-12,2,622,617.963
-18,4,21,20.8022
11,2,30,30.5713
15,3,62,63.8294
-18,4,21,20.8022
-19,4,621,612.987
-12,2,622,617.963
11,2,1462,1393.03
3,0,167,168.686
33,8,143,149.583
-17,4,877,835.786
-15,3,56,57.6523
3,0,167,168.686
11,2,1462,1393.03
33,8,143,149.583
-17,4,877,835.786
-15,3,56,57.6523
8,1,376,376.216
18,4,21,20.8022
-7,1,475,474.182
18,4,21,20.8022
8,1,376,376.216
-7,1,475,474.182
9,2,693,678.624
-4,0,549,549.068
-22,5,32,32.7398
-8,1,12,12.2928
9,2,693,678.624
-22,5,32,32.7398
-4,0,549,549.068
-8,1,12,12.2928
18,4,268,269.721
23,5,144,145.327
33,8,26,28.492
-15,3,262,263.661
-18,4,17,16.6417
18,4,268,269.721
23,5,144,145.327
33,8,26,28.492
-18,4,17,16.6417
-15,3,262,263.661
13,3,1667,1592.89
11,2,135,135.47
23,5,30,30.6936
-7,1,1172,1117.7
-4,0,160,162.38
-15,3,44,45.2983
-7,1,34,34.8296
-9,2,32,32.6094
-8,1,10,10.244
13,3,1667,1592.89
11,2,135,135.47
23,5,30,30.6936
-9,2,32,32.6094
-7,1,1172,1117.7
-7,1,34,34.8296
-15,3,44,45.2983
-4,0,160,162.38
-8,1,10,10.244
17,4,698,678.884
6,1,263,263.787
29,7,45,47.0118
4,0,57,58.2702
-8,1,263,263.787
-23,5,163,163.397
-13,3,115,116.365
-3,0,93,94.7678
17,4,698,678.884
29,7,45,47.0118
6,1,263,263.787
4,0,57,58.2702
-13,3,115,116.365
-3,0,93,94.7678
-23,5,163,163.397
-8,1,263,263.787
-22,5,162,162.279
-28,6,141,142.485
-27,6,66,67.4824
-24,5,74,75.7109
-20,4,59,60.3262
-22,5,162,162.279
-27,6,66,67.4824
-20,4,59,60.3262
-24,5,74,75.7109
-28,6,141,142.485
5,1,391,391.703
3,0,346,347.402
-5,1,38,38.9272
-29,7,23,24.2182
5,1,391,391.703
3,0,346,347.402
-5,1,38,38.9272
-29,7,23,24.2182
28,6,239,240.334
23,5,144,145.327
1,0,35,35.3783
-9,2,64,65.2188
-6,1,38,38.9272
-2,0,19,18.7297
1,0,35,35.3783
23,5,144,145.327
28,6,239,240.334
-9,2,64,65.2188
-2,0,19,18.7297
-6,1,38,38.9272
10,2,149,149.863
27,6,53,55.0515
5,1,24,24.5856
-13,3,498,497.392
-19,4,425,424.621
-2,0,117,117.531
-12,2,14,14.2666
5,1,24,24.5856
10,2,149,149.863
27,6,53,55.0515
-13,3,498,497.392
-2,0,117,117.531
-19,4,425,424.621
-12,2,14,14.2666
27,6,356,357.503
33,8,297,309.138
26,6,72,72.81
10,2,40,40.7617
5,1,26,26.6344
6,1,16,16.3904
-8,1,60,61.464
-6,1,46,47.1224
-31,7,27,28.492
-17,4,41,41.6043
5,1,26,26.6344
6,1,16,16.3904
10,2,40,40.7617
26,6,72,72.81
27,6,356,357.503
33,8,297,309.138
-17,4,41,41.6043
-6,1,46,47.1224
-31,7,27,28.492
-8,1,60,61.464
12,2,24,24.457
-10,2,295,295.627
-26,6,271,272.333
-28,6,75,76.3617
-8,1,62,63.5128
-1,0,47,47.8648
-12,2,36,36.6856
12,2,24,24.457
-1,0,47,47.8648
-10,2,295,295.627
-26,6,271,272.333
-11,2,18,18.3428
-8,1,62,63.5128
-12,2,36,36.6856
-28,6,75,76.3617
-15,3,1073,1019.34
-9,2,1004,955.734
-8,1,121,122.621
-9,2,1004,955.734
-15,3,1073,1019.34
-8,1,121,122.621
1,0,324,325.113
17,4,274,275.608
25,6,223,223.655
9,2,60,61.1426
-26,6,294,295.359
-19,4,223,223.494
1,0,324,325.113
9,2,60,61.1426
17,4,274,275.608
25,6,223,223.655
-26,6,294,295.359
-19,4,223,223.494
21,5,2250,2231.33
10,2,32,32.6094
-4,0,1912,1878.54
-1,0,251,251.449
-17,4,115,116.324
21,5,2250,2231.33
10,2,32,32.6094
-1,0,251,251.449
-17,4,115,116.324
-4,0,1912,1878.54
12,2,50,50.9522
-5,1,303,303.496
-5,1,294,294.327
12,2,50,50.9522
-5,1,294,294.327
-5,1,303,303.496
1,0,519,518.547
1,0,340,341.316
16,3,50,51.4753
-6,1,60,61.464
-10,2,30,30.5713
-11,2,18,18.3428
-18,4,15,14.5615
1,0,519,518.547
1,0,340,341.316
16,3,50,51.4753
-6,1,60,61.464
-10,2,30,30.5713
-18,4,15,14.5615
-11,2,18,18.3428
-14,3,245,246.581
-28,6,231,231.451
-9,2,100,101.444
-1,0,25,24.9729
-1,0,25,24.9729
-9,2,100,101.444
-14,3,245,246.581
-28,6,231,231.451
6,1,1777,1720.85
28,6,43,44.3963
25,6,39,40.8446
-15,3,1310,1241.52
-19,4,82,83.2086
25,6,39,40.8446
6,1,1777,1720.85
28,6,43,44.3963
-15,3,1310,1241.52
-19,4,82,83.2086
24,5,48,49.1098
18,4,41,41.6043
-4,0,93,94.7678
-9,2,64,65.2188
18,4,41,41.6043
24,5,48,49.1098
-9,2,64,65.2188
-4,0,93,94.7678
13,3,1071,1016.81
5,1,874,839.793
2,0,31,31.2162
-1,0,230,231.238
-6,1,78,79.9032
5,1,874,839.793
13,3,1071,1016.81
2,0,31,31.2162
-1,0,230,231.238
-6,1,78,79.9032
19,4,306,307.044
4,0,82,83.2431
1,0,15,14.5675
28,6,9,10.6551
18,4,13,12.4813
-8,1,1786,1730.01
-1,0,1178,1136.72
-6,1,557,557.279
-8,1,538,537.95
-9,2,228,228.813
-28,6,88,89.3056
1,0,15,14.5675
18,4,13,12.4813
19,4,306,307.044
4,0,82,83.2431
28,6,9,10.6551
-1,0,1178,1136.72
-9,2,228,228.813
-6,1,557,557.279
-26,6,53,55.0515
-27,6,84,85.241
-8,1,538,537.95
-8,1,1786,1730.01
-24,5,44,45.0173
-28,6,88,89.3056
14,3,99,101.177
7,1,18,18.4392
-25,6,774,764.672
-6,1,704,688.497
-26,6,80,81.6893
-28,6,79,79.9134
-16,3,85,86.4785
-11,2,14,14.2666
14,3,99,101.177
7,1,18,18.4392
-25,6,774,764.672
-6,1,704,688.497
-26,6,80,81.6893
-11,2,14,14.2666
-16,3,85,86.4785
-28,6,79,79.9134
23,5,60,61.3872
8,1,30,30.732
8,1,22,22.5368
18,4,23,22.8824
-15,3,137,137.908
-19,4,35,35.3637
18,4,23,22.8824
23,5,60,61.3872
8,1,22,22.5368
8,1,30,30.732
-15,3,137,137.908
-19,4,35,35.3637
6,1,54,55.3176
16,3,52,53.5343
6,1,24,24.5856
-16,3,2455,2425.16
-1,0,1747,1707.42
-10,2,147,147.672
-4,0,57,58.2702
-15,3,34,35.0032
-24,5,34,34.7861
6,1,54,55.3176
6,1,24,24.5856
16,3,52,53.5343
-1,0,1747,1707.42
-29,7,18,19.9444
-10,2,147,147.672
-7,1,32,32.7808
-15,3,34,35.0032
-4,0,57,58.2702
-8,1,12,12.2928
-16,3,2455,2425.16
-24,5,34,34.7861
13,3,81,82.3605
7,1,64,65.5616
-23,5,191,192.018
13,3,81,82.3605
7,1,64,65.5616
-23,5,191,192.018
2,0,61,62.4323
18,4,45,45.7647
9,2,36,36.6856
7,1,34,34.8296
24,5,8,8.18496
-25,6,123,124.502
-1,0,130,131.085
-8,1,14,14.3416
9,2,36,36.6856
2,0,61,62.4323
18,4,45,45.7647
7,1,34,34.8296
24,5,8,8.18496
-1,0,130,131.085
-25,6,123,124.502
-8,1,14,14.3416
19,4,98,99.5554
5,1,50,51.22
19,4,31,31.2032
21,5,24,24.5549
13,3,22,22.6491
-27,6,149,150.736
-11,2,40,40.7617
5,1,50,51.22
13,3,22,22.6491
21,5,24,24.5549
19,4,31,31.2032
19,4,98,99.5554
-11,2,40,40.7617
-27,6,149,150.736
5,1,542,542.237
13,3,34,35.0032
-4,0,1225,1182.3
-6,1,553,552.975
-14,3,50,51.4753
-7,1,36,36.8784
5,1,542,542.237
13,3,34,35.0032
-6,1,553,552.975
-14,3,50,51.4753
-7,1,36,36.8784
-4,0,1225,1182.3
4,0,363,364.676
15,3,66,67.9474
-8,1,359,359.75
15,3,66,67.9474
4,0,363,364.676
-8,1,359,359.75
8,1,216,216.793
10,2,80,81.5235
6,1,14,14.3416
-19,4,342,342.574
6,1,14,14.3416
10,2,80,81.5235
8,1,216,216.793
-19,4,342,342.574
2,0,667,659.033
5,1,559,559.432
-19,4,41,41.6043
5,1,559,559.432
2,0,667,659.033
-19,4,41,41.6043
3,0,966,934.507
2,0,69,70.7566
12,2,60,61.1426
2,0,53,54.108
14,3,38,39.1212
17,4,25,24.9626
-15,3,1588,1514.36
-8,1,126,127.215
-9,2,42,42.7998
17,4,25,24.9626
2,0,53,54.108
2,0,69,70.7566
14,3,38,39.1212
3,0,966,934.507
12,2,60,61.1426
-9,2,42,42.7998
-15,3,1588,1514.36
-8,1,126,127.215
-16,3,690,678.587
-9,2,566,565.941
-16,3,86,88.5375
-9,2,566,565.941
-16,3,86,88.5375
-16,3,690,678.587
8,1,1253,1195.4
6,1,48,49.1712
-6,1,918,880.11
-1,0,484,483.009
6,1,48,49.1712
8,1,1253,1195.4
-1,0,484,483.009
-6,1,918,880.11
6,1,790,764.658
-18,4,583,581.026
-25,6,281,282.214
-12,2,60,61.1426
6,1,790,764.658
-25,6,281,282.214
-18,4,583,581.026
-12,2,60,61.1426
-24,5,1039,1001.89
-9,2,866,830.834
-19,4,33,33.2834
-9,2,866,830.834
-19,4,33,33.2834
-24,5,1039,1001.89
20,4,67,68.6471
-19,4,59,60.3262
-10,2,40,40.7617
-23,5,32,32.7398
-11,2,10,10.1904
20,4,67,68.6471
-10,2,40,40.7617
-11,2,10,10.1904
-19,4,59,60.3262
-23,5,32,32.7398
9,2,40,40.7617
8,1,26,26.6344
18,4,15,14.5615
-13,3,287,288.202
-7,1,210,211.65
-8,1,38,38.9272
-4,0,23,22.8918
9,2,40,40.7617
18,4,15,14.5615
8,1,26,26.6344
-13,3,287,288.202
-7,1,210,211.65
-4,0,23,22.8918
-8,1,38,38.9272
7,1,174,175.217
28,6,167,168.182
28,6,116,117.168
29,7,76,78.353
22,5,36,36.8323
-22,5,48,49.1098
29,7,76,78.353
22,5,36,36.8323
7,1,174,175.217
28,6,116,117.168
28,6,167,168.182
-22,5,48,49.1098
31,7,155,156.706
28,6,110,110.983
28,6,92,93.2172
29,7,37,38.4642
13,3,50,51.4753
21,5,36,36.8323
-27,6,155,156.585
-17,4,111,111.65
-22,5,92,93.3615
-23,5,85,85.4073
13,3,50,51.4753
13,3,34,35.0032
21,5,36,36.8323
29,7,37,38.4642
31,7,155,156.706
28,6,110,110.983
28,6,92,93.2172
-17,4,111,111.65
-22,5,92,93.3615
-23,5,85,85.4073
-27,6,155,156.585
1,0,188,189.442
17,4,55,56.1658
-22,5,271,272.089
-4,0,167,168.686
-11,2,107,108.787
1,0,188,189.442
17,4,55,56.1658
-22,5,271,272.089
-11,2,107,108.787
-4,0,167,168.686
23,5,143,144.182
9,2,50,50.9522
8,1,40,40.976
4,0,17,16.6486
-22,5,389,389.103
-8,1,306,306.553
-11,2,40,40.7617
-25,6,32,33.7412
-8,1,24,24.5856
-17,4,9,8.32086
9,2,50,50.9522
23,5,143,144.182
4,0,17,16.6486
8,1,40,40.976
-17,4,9,8.32086
-25,6,32,33.7412
-22,5,389,389.103
-11,2,40,40.7617
-8,1,24,24.5856
-8,1,306,306.553
26,6,342,343.36
-17,4,164,165.136
-28,6,139,140.112
26,6,342,343.36
-17,4,164,165.136
-28,6,139,140.112
12,2,38,38.7236
13,3,22,22.6491
-26,6,503,503.15
-23,5,322,322.667
-11,2,32,32.6094
13,3,22,22.6491
12,2,38,38.7236
-26,6,503,503.15
-11,2,32,32.6094
-23,5,322,322.667
28,6,123,124.502
12,2,24,24.457
14,3,24,24.7081
-22,5,893,865.566
-6,1,827,797.527
-3,0,435,434.31
-6,1,147,148.407
-26,6,115,115.937
-6,1,26,26.6344
14,3,24,24.7081
12,2,24,24.457
28,6,123,124.502
-6,1,26,26.6344
-6,1,827,797.527
-6,1,147,148.407
-22,5,893,865.566
-26,6,115,115.937
-3,0,435,434.31
-29,7,98,99.722
-8,1,56,57.3664
-29,7,98,99.722
-8,1,56,57.3664
16,3,787,761.652
5,1,709,692.942
21,5,32,32.7398
5,1,709,692.942
21,5,32,32.7398
16,3,787,761.652
3,0,886,859.104
17,4,740,715.039
6,1,18,18.4392
-10,2,48,48.9141
-13,3,32,32.9442
-13,3,18,18.5311
17,4,740,715.039
6,1,18,18.4392
3,0,886,859.104
-13,3,18,18.5311
-13,3,32,32.9442
-10,2,48,48.9141
3,0,1060,1023.41
29,7,50,51.2856
10,2,18,18.3428
-13,3,562,562.885
-6,1,343,343.335
-1,0,167,168.686
-26,6,100,102.191
-13,3,20,20.5901
29,7,50,51.2856
10,2,18,18.3428
3,0,1060,1023.41
-1,0,167,168.686
-13,3,20,20.5901
-13,3,562,562.885
-6,1,343,343.335
-26,6,100,102.191
28,6,223,223.655
23,5,167,167.851
27,6,96,97.0879
13,3,70,72.0654
15,3,28,28.8262
20,4,23,22.8824
-28,6,133,134.149
-28,6,98,99.6474
-13,3,72,74.1244
-8,1,26,26.6344
-6,1,18,18.4392
13,3,70,72.0654
13,3,12,12.3541
14,3,10,10.2951
15,3,28,28.8262
23,5,167,167.851
27,6,96,97.0879
20,4,23,22.8824
28,6,223,223.655
-13,3,72,74.1244
-6,1,18,18.4392
-8,1,26,26.6344
-28,6,133,134.149
-28,6,98,99.6474
7,1,304,304.515
37,9,132,133.042
5,1,147,148.407
-10,2,152,153.136
-28,6,64,65.7066
-29,7,51,52.7102
-28,6,44,46.1722
-3,0,31,31.2162
5,1,147,148.407
7,1,304,304.515
37,9,132,133.042
-29,7,51,52.7102
-10,2,152,153.136
-3,0,31,31.2162
-28,6,44,46.1722
-28,6,64,65.7066
19,4,35,35.3637
-24,5,517,517.08
-2,0,407,407.576
19,4,35,35.3637
-2,0,407,407.576
-24,5,517,517.08
6,1,34,34.8296
-7,1,26,26.6344
6,1,34,34.8296
-7,1,26,26.6344
6,1,2273,2247.25
-11,2,2788,2812.56
-25,6,197,198.973
-28,6,177,178.521
-34,8,78,79.5511
-15,3,89,90.5965
-3,0,33,33.2972
6,1,2273,2247.25
-25,6,197,198.973
-34,8,78,79.5511
-3,0,33,33.2972
-11,2,2788,2812.56
-15,3,89,90.5965
-19,4,31,31.2032
-28,6,177,178.521
6,1,1610,1549.89
17,4,1416,1344.11
17,4,138,139.783
-17,4,33,33.2834
-16,3,18,18.5311
17,4,1416,1344.11
17,4,138,139.783
6,1,1610,1549.89
-17,4,33,33.2834
-16,3,18,18.5311
4,0,708,695.861
25,6,585,585.018
26,6,247,248.085
25,6,44,46.1722
13,3,40,41.1802
17,4,13,12.4813
-9,2,52,52.9902
13,3,40,41.1802
17,4,13,12.4813
25,6,585,585.018
25,6,44,46.1722
26,6,247,248.085
4,0,708,695.861
-9,2,52,52.9902
-26,6,481,481.382
-4,0,308,309.951
-3,0,73,74.9188
-11,2,20,20.3809
-26,6,481,481.382
-3,0,73,74.9188
-11,2,20,20.3809
-4,0,308,309.951
1,0,1058,1021.11
10,2,1090,1034.67
23,5,109,109.83
16,3,24,24.7081
1,0,1058,1021.11
10,2,1090,1034.67
23,5,109,109.83
16,3,24,24.7081
6,1,474,473.128
7,1,46,47.1224
25,6,36,37.2929
11,2,34,34.6475
-5,1,298,298.401
25,6,36,37.2929
6,1,474,473.128
7,1,46,47.1224
11,2,34,34.6475
-5,1,298,298.401
18,4,1605,1533.56
24,5,399,399.682
2,0,43,43.7026
13,3,42,43.2392
-21,5,1119,1078.19
-16,3,533,533.38
-7,1,46,47.1224
-3,0,45,45.7837
-13,3,34,35.0032
-1,0,15,14.5675
13,3,42,43.2392
2,0,43,43.7026
18,4,1605,1533.56
24,5,399,399.682
-1,0,15,14.5675
-13,3,34,35.0032
-21,5,1119,1078.19
-3,0,45,45.7837
-7,1,46,47.1224
-16,3,533,533.38
24,5,252,253.054
16,3,252,252.989
23,5,143,144.182
8,1,38,38.9272
23,5,143,144.182
8,1,38,38.9272
16,3,252,252.989
24,5,252,253.054
34,8,113,113.84
34,8,113,113.84
6,1,217,217.821
23,5,74,75.7109
-28,6,82,83.4651
6,1,217,217.821
23,5,74,75.7109
-28,6,82,83.4651
5,1,206,207.526
25,6,202,202.357
-18,4,29,29.123
-7,1,8,8.1952
5,1,206,207.526
25,6,202,202.357
-18,4,29,29.123
-7,1,8,8.1952
19,4,94,95.7897
3,0,23,22.8918
-8,1,222,222.952
-6,1,28,28.6832
3,0,23,22.8918
19,4,94,95.7897
-6,1,28,28.6832
-8,1,222,222.952
-28,6,134,135.345
-28,6,134,135.345
28,6,100,102.191
29,7,85,86.9006
-28,6,325,325.933
-12,2,300,300.771
-12,2,136,136.591
-19,4,29,29.123
29,7,85,86.9006
28,6,100,102.191
-19,4,29,29.123
-12,2,300,300.771
-12,2,136,136.591
-28,6,325,325.933
1,0,310,311.971
28,6,301,301.921
6,1,92,93.5011
-20,4,286,287.387
-20,4,181,181.522
-29,7,172,173.801
-6,1,106,107.24
1,0,310,311.971
6,1,92,93.5011
28,6,301,301.921
-29,7,172,173.801
-6,1,106,107.24
-20,4,181,181.522
-20,4,286,287.387
21,5,232,232.872
2,0,208,209.918
4,0,128,128.858
-19,4,45,45.7647
-24,5,16,16.3699
21,5,232,232.872
2,0,208,209.918
4,0,128,128.858
-19,4,45,45.7647
-24,5,16,16.3699
14,3,281,282.866
-4,0,942,911.905
-22,5,800,780.425
-12,2,112,113.577
-9,2,12,12.2285
14,3,281,282.866
-9,2,12,12.2285
-22,5,800,780.425
-4,0,942,911.905
-12,2,112,113.577
9,2,495,494.11
3,0,475,474.685
31,7,61,62.6824
9,2,495,494.11
31,7,61,62.6824
3,0,475,474.685
16,3,461,460.65
28,6,210,210.229
10,2,96,97.6904
1,0,87,89.4863
26,6,25,26.6378
-16,3,616,615.671
-3,0,86,87.4052
-6,1,34,34.8296
-8,1,22,22.5368
1,0,87,89.4863
10,2,96,97.6904
26,6,25,26.6378
16,3,461,460.65
28,6,210,210.229
-6,1,34,34.8296
-3,0,86,87.4052
-8,1,22,22.5368
-16,3,616,615.671
2,0,21,20.8108
15,3,14,14.4131
-23,5,34,34.7861
-16,3,30,30.8852
2,0,21,20.8108
15,3,14,14.4131
-23,5,34,34.7861
-16,3,30,30.8852
7,1,58,59.4152
23,5,20,20.4624
-3,0,41,41.6215
-3,0,37,37.4594
7,1,58,59.4152
23,5,20,20.4624
-3,0,37,37.4594
-3,0,41,41.6215
22,5,791,772.539
3,0,339,340.302
19,4,332,332.681
18,4,47,47.8449
-3,0,109,110.55
-8,1,38,38.9272
-19,4,37,37.4439
18,4,47,47.8449
22,5,791,772.539
3,0,339,340.302
19,4,332,332.681
-3,0,109,110.55
-19,4,37,37.4439
-8,1,38,38.9272
6,1,1245,1188.08
-15,3,1259,1193
-28,6,53,55.0515
6,1,1245,1188.08
-15,3,1259,1193
-28,6,53,55.0515
5,1,304,304.515
7,1,141,142.916
-4,0,1285,1241.12
-5,1,910,873.175
5,1,304,304.515
7,1,141,142.916
-5,1,910,873.175
-4,0,1285,1241.12
9,2,750,727.603
2,0,17,16.6486
-9,2,838,805.086
-12,2,212,213.317
-34,8,32,32.9177
9,2,750,727.603
2,0,17,16.6486
-9,2,838,805.086
-34,8,32,32.9177
-12,2,212,213.317
25,6,1089,1066.19
12,2,737,716.16
7,1,196,197.18
17,4,162,163.064
35,8,121,122.07
3,0,39,39.5405
-2,0,41,41.6215
-12,2,30,30.5713
17,4,162,163.064
25,6,1089,1066.19
35,8,121,122.07
3,0,39,39.5405
7,1,196,197.18
12,2,737,716.16
-2,0,41,41.6215
-12,2,30,30.5713
8,1,93,94.7854
12,2,85,87.6377
-27,6,1066,1044.55
-8,1,827,797.527
-9,2,179,180.952
-4,0,77,79.0809
-4,0,37,37.4594
8,1,93,94.7854
12,2,85,87.6377
-9,2,179,180.952
-27,6,1066,1044.55
-4,0,37,37.4594
-4,0,77,79.0809
-8,1,827,797.527
23,5,781,763.54
21,5,697,687.598
15,3,74,76.1834
16,3,22,22.6491
-3,0,33,33.2972
-13,3,16,16.4721
21,5,697,687.598
15,3,74,76.1834
23,5,781,763.54
16,3,22,22.6491
-13,3,16,16.4721
-3,0,33,33.2972
23,5,936,905.702
4,0,51,52.0269
14,3,32,32.9442
11,2,12,12.2285
-22,5,760,744.462
-9,2,32,32.6094
14,3,32,32.9442
11,2,12,12.2285
23,5,936,905.702
4,0,51,52.0269
-9,2,32,32.6094
-22,5,760,744.462
3,0,435,434.31
1,0,290,291.785
-28,6,164,165.872
1,0,290,291.785
3,0,435,434.31
-28,6,164,165.872
10,2,490,488.726
16,3,308,309.575
10,2,185,186.216
29,7,79,81.2022
25,6,66,67.4824
1,0,61,62.4323
1,0,61,62.4323
25,6,66,67.4824
29,7,79,81.2022
10,2,490,488.726
10,2,48,48.9141
10,2,185,186.216
11,2,26,26.4951
23,5,20,20.4624
12,2,44,44.8379
16,3,308,309.575
8,1,658,647.601
2,0,92,93.5066
23,5,76,77.7571
28,6,30,31.9654
-4,0,1187,1146.05
-15,3,448,447.38
-31,7,95,96.8728
-18,4,101,102.027
2,0,92,93.5066
23,5,76,77.7571
8,1,658,647.601
28,6,30,31.9654
-18,4,101,102.027
-31,7,95,96.8728
-15,3,448,447.38
-4,0,1187,1146.05
6,1,81,81.952
13,3,46,47.3573
5,1,42,43.0248
20,4,37,37.4439
8,1,20,20.488
-5,1,139,140.705
5,1,42,43.0248
13,3,46,47.3573
6,1,81,81.952
8,1,20,20.488
20,4,37,37.4439
-5,1,139,140.705
8,1,16,16.3904
-35,8,148,148.13
-7,1,68,69.6592
8,1,16,16.3904
-35,8,148,148.13
-7,1,68,69.6592
23,5,1248,1201.99
9,2,557,557.158
15,3,201,202.553
6,1,48,49.1712
3,0,13,12.4865
-10,2,432,431.081
-1,0,111,111.724
-2,0,101,102.181
-25,6,53,55.0515
-2,0,23,22.8918
9,2,557,557.158
6,1,48,49.1712
3,0,13,12.4865
15,3,201,202.553
23,5,1248,1201.99
-1,0,111,111.724
-25,6,53,55.0515
-2,0,23,22.8918
-2,0,101,102.181
-10,2,432,431.081
29,7,21,22.7936
-22,5,470,469.871
-34,8,250,250.997
-4,0,59,60.3512
29,7,21,22.7936
-34,8,250,250.997
-22,5,470,469.871
-4,0,59,60.3512
22,5,511,510.621
-12,2,495,494.11
-15,3,18,18.5311
-5,1,16,16.3904
22,5,511,510.621
-5,1,16,16.3904
-15,3,18,18.5311
-12,2,495,494.11
13,3,97,99.8698
12,2,34,34.6475
16,3,24,24.7081
-28,6,124,125.716
-21,5,48,49.1098
-18,4,41,41.6043
-12,2,28,28.5332
-10,2,18,18.3428
13,3,97,99.8698
12,2,34,34.6475
16,3,24,24.7081
-21,5,48,49.1098
-10,2,18,18.3428
-18,4,41,41.6043
-12,2,28,28.5332
-28,6,124,125.716
21,5,175,175.597
28,6,88,89.3056
7,1,89,90.1472
1,0,19,18.7297
-5,1,34,34.8296
-13,3,30,30.8852
-2,0,15,14.5675
1,0,19,18.7297
21,5,175,175.597
7,1,89,90.1472
28,6,88,89.3056
-5,1,34,34.8296
-13,3,30,30.8852
-2,0,15,14.5675
11,2,32,32.6094
-5,1,220,220.901
-1,0,201,202.775
-13,3,22,22.6491
11,2,32,32.6094
-1,0,201,202.775
-5,1,220,220.901
-13,3,22,22.6491
32,7,111,112.543
16,3,133,133.219
9,2,38,38.7236
-31,7,71,72.6546
-26,6,62,63.9307
-7,1,50,51.22
-8,1,26,26.6344
9,2,38,38.7236
32,7,111,112.543
16,3,133,133.219
-26,6,62,63.9307
-31,7,71,72.6546
-7,1,50,51.22
-8,1,26,26.6344
27,6,230,230.339
32,7,141,142.46
37,9,79,79.5511
13,3,26,26.7672
12,2,10,10.1904
13,3,26,26.7672
27,6,230,230.339
32,7,141,142.46
12,2,10,10.1904
37,9,79,79.5511
26,6,55,56.8273
25,6,20,21.3102
-18,4,49,49.9252
25,6,20,21.3102
26,6,55,56.8273
-18,4,49,49.9252
-24,5,344,344.783
-25,6,318,319.391
-20,4,39,39.5241
-25,6,318,319.391
-20,4,39,39.5241
-24,5,344,344.783
17,4,154,155.76
5,1,68,69.6592
5,1,68,69.6592
17,4,154,155.76
21,5,107,107.352
2,0,43,43.7026
-26,6,28,30.1895
-1,0,35,35.3783
-5,1,28,28.6832
21,5,107,107.352
2,0,43,43.7026
-1,0,35,35.3783
-5,1,28,28.6832
-26,6,28,30.1895
25,6,292,293.17
31,7,96,98.2974
28,6,96,97.0879
7,1,38,38.9272
11,2,38,38.7236
15,3,24,24.7081
-22,5,1047,1010.07
-24,5,894,866.709
-25,6,160,161.239
-2,0,82,83.2431
-32,7,52,54.1348
-3,0,55,56.1891
25,6,292,293.17
31,7,96,98.2974
7,1,38,38.9272
11,2,38,38.7236
15,3,24,24.7081
28,6,96,97.0879
-25,6,160,161.239
-2,0,82,83.2431
-6,1,18,18.4392
-22,5,1047,1010.07
-3,0,55,56.1891
-32,7,52,54.1348
-12,2,36,36.6856
-16,3,36,37.0622
-24,5,894,866.709
-24,5,48,49.1098
4,0,1703,1661.64
6,1,249,249.525
29,7,64,65.5316
10,2,20,20.3809
-5,1,1876,1823.43
-32,7,68,69.8054
-26,6,30,31.9654
-14,3,26,26.7672
29,7,64,65.5316
6,1,249,249.525
10,2,20,20.3809
4,0,1703,1661.64
-5,1,1876,1823.43
-14,3,26,26.7672
-26,6,30,31.9654
-32,7,68,69.8054
5,1,2084,2044.03
21,5,34,34.7861
-5,1,1207,1151.58
-29,7,23,24.2182
-13,3,18,18.5311
5,1,2084,2044.03
21,5,34,34.7861
-5,1,1207,1151.58
-13,3,18,18.5311
-29,7,23,24.2182
14,3,54,55.5933
13,3,30,30.8852
-4,0,41,41.6215
-6,1,20,20.488
13,3,30,30.8852
14,3,54,55.5933
-6,1,20,20.488
-4,0,41,41.6215
31,7,205,206.567
35,8,146,146.758
28,6,62,63.9307
-20,4,61,62.4065
31,7,205,206.567
35,8,146,146.758
28,6,62,63.9307
-20,4,61,62.4065
22,5,1227,1181.62
-12,2,1227,1164.68
-10,2,112,113.577
22,5,1227,1181.62
-10,2,112,113.577
