#eta,etabin,lut,func,funcInt
-3,0,84,85.3242,85
-15,3,34,35.0032,35
14,3,423,423.176,423
8,1,164,164.602,164
28,6,123,124.502,124
6,1,120,121.463,121
1,0,23,22.8918,22
15,3,16,16.4721,16
-6,1,340,340.262,340
-31,7,177,178.075,178
-18,4,23,22.8824,22
-8,1,12,12.2928,12
1,0,23,22.8918,22
6,1,8,8.1952,8
6,1,120,121.463,121
14,3,423,423.176,423
15,3,16,16.4721,16
8,1,164,164.602,164
28,6,123,124.502,124
-6,1,340,340.262,340
-18,4,23,22.8824,22
-31,7,177,178.075,178
-8,1,12,12.2928,12
17,4,246,247.139,247
-7,1,250,250.544,250
17,4,246,247.139,247
-7,1,250,250.544,250
5,1,448,447.906,447
28,6,95,95.8019,95
-23,5,465,464.529,464
-1,0,92,93.5066,93
5,1,448,447.906,447
28,6,95,95.8019,95
-1,0,92,93.5066,93
-23,5,465,464.529,464
33,8,22,24.2182,24
-23,5,28,28.6474,28
33,8,22,24.2182,24
-23,5,28,28.6474,28
5,1,1868,1815.49,1815
4,0,767,749.386,749
6,1,307,307.573,307
1,0,289,290.776,290
15,3,144,144.86,144
10,2,52,52.9902,52
-20,4,17,16.6417,16
1,0,289,290.776,290
5,1,1868,1815.49,1815
6,1,307,307.573,307
10,2,52,52.9902,52
15,3,144,144.86,144
4,0,767,749.386,749
-20,4,17,16.6417,16
9,2,666,654.921,654
4,0,55,56.1891,56
-9,2,992,944.9,944
-4,0,153,154.964,154
-28,6,80,81.6893,81
-20,4,27,27.0428,27
9,2,666,654.921,654
4,0,55,56.1891,56
-9,2,992,944.9,944
-4,0,153,154.964,154
-20,4,27,27.0428,27
-28,6,80,81.6893,81
26,6,246,246.978,246
29,7,86,88.3252,88
28,6,75,76.3617,76
1,0,23,22.8918,22
19,4,7,6.24065,6
16,3,6,6.17703,6
-21,5,96,97.2455,97
-1,0,59,60.3512,60
-1,0,55,56.1891,56
1,0,23,22.8918,22
29,7,86,88.3252,88
26,6,246,246.978,246
19,4,7,6.24065,6
16,3,6,6.17703,6
28,6,75,76.3617,76
-1,0,55,56.1891,56
-1,0,59,60.3512,60
-21,5,96,97.2455,97
19,4,35,35.3637,35
13,3,12,12.3541,12
-10,2,109,109.992,109
-9,2,42,42.7998,42
-5,1,18,18.4392,18
13,3,12,12.3541,12
19,4,35,35.3637,35
-5,1,18,18.4392,18
-9,2,42,42.7998,42
-10,2,109,109.992,109
5,1,670,658.616,658
7,1,144,145.119,145
2,0,141,143.15,143
18,4,84,85.2888,85
-19,4,849,810.893,810
-28,6,46,47.9481,47
-7,1,50,51.22,51
-11,2,24,24.457,24
5,1,670,658.616,658
2,0,141,143.15,143
18,4,84,85.2888,85
7,1,144,145.119,145
-7,1,50,51.22,51
-11,2,24,24.457,24
-19,4,849,810.893,810
-28,6,46,47.9481,47
16,3,83,84.4195,84
-26,6,454,454.198,454
-25,6,445,445.504,445
16,3,83,84.4195,84
-25,6,445,445.504,445
-26,6,454,454.198,454
19,4,104,105.683,105
-14,3,145,146.01,146
-28,6,37,39.0688,39
-21,5,30,30.6936,30
19,4,104,105.683,105
-21,5,30,30.6936,30
-14,3,145,146.01,146
-28,6,37,39.0688,39
20,4,51,52.0054,52
2,0,41,41.6215,41
2,0,41,41.6215,41
20,4,51,52.0054,52
15,3,178,178.549,178
9,2,28,28.5332,28
-7,1,105,106.023,106
-24,5,52,53.2022,53
9,2,28,28.5332,28
15,3,178,178.549,178
-7,1,105,106.023,106
-24,5,52,53.2022,53
22,5,339,339.515,339
15,3,236,236.96,236
7,1,100,101.095,101
5,1,18,18.4392,18
5,1,18,18.4392,18
22,5,339,339.515,339
7,1,100,101.095,101
15,3,236,236.96,236
4,0,63,64.5134,64
16,3,54,55.5933,55
4,0,63,64.5134,64
16,3,54,55.5933,55
15,3,168,168.589,168
26,6,98,99.6474,99
28,6,97,98.3696,98
-6,1,46,47.1224,47
26,6,98,99.6474,99
15,3,168,168.589,168
28,6,97,98.3696,98
-6,1,46,47.1224,47
28,6,446,446.591,446
7,1,251,251.564,251
13,3,64,65.8884,65
-10,2,432,431.081,431
-29,7,299,300.591,300
-29,7,120,121.091,121
13,3,64,65.8884,65
7,1,251,251.564,251
28,6,446,446.591,446
-29,7,120,121.091,121
-29,7,299,300.591,300
-10,2,432,431.081,431
13,3,304,305.297,305
9,2,205,206.057,206
20,4,11,10.4011,10
-22,5,60,61.3872,61
-2,0,19,18.7297,18
9,2,205,206.057,206
13,3,304,305.297,305
20,4,11,10.4011,10
-2,0,19,18.7297,18
-22,5,60,61.3872,61
8,1,189,189.9,189
25,6,7,8.87927,8
-12,2,189,190.413,190
-7,1,32,32.7808,32
25,6,7,8.87927,8
8,1,189,189.9,189
-7,1,32,32.7808,32
-12,2,189,190.413,190
17,4,21,20.8022,20
-11,2,638,631.361,631
-13,3,351,352.523,352
-20,4,285,286.405,286
17,4,21,20.8022,20
-13,3,351,352.523,352
-11,2,638,631.361,631
-20,4,285,286.405,286
20,4,223,223.494,223
28,6,95,95.8019,95
31,7,71,72.6546,72
19,4,41,41.6043,41
13,3,24,24.7081,24
12,2,22,22.419,22
-7,1,222,222.952,222
-33,8,94,98.2974,98
-5,1,107,108.452,108
-4,0,99,100.962,100
-17,4,93,94.5178,94
-5,1,32,32.7808,32
13,3,24,24.7081,24
31,7,71,72.6546,72
19,4,41,41.6043,41
12,2,22,22.419,22
20,4,223,223.494,223
28,6,95,95.8019,95
-5,1,32,32.7808,32
-5,1,107,108.452,108
-17,4,93,94.5178,94
-18,4,19,18.7219,18
-7,1,222,222.952,222
-23,5,18,18.4162,18
-4,0,99,100.962,100
-33,8,94,98.2974,98
2,0,41,41.6215,41
16,3,16,16.4721,16
10,2,16,16.3047,16
18,4,9,8.32086,8
-16,3,279,280.731,280
-28,6,266,266.835,266
-28,6,124,125.716,125
-1,0,51,52.0269,52
-10,2,38,38.7236,38
2,0,41,41.6215,41
10,2,16,16.3047,16
18,4,9,8.32086,8
16,3,16,16.4721,16
-1,0,51,52.0269,52
-10,2,38,38.7236,38
-16,3,279,280.731,280
-28,6,266,266.835,266
-28,6,124,125.716,125
21,5,24,24.5549,24
21,5,24,24.5549,24
9,2,66,67.2569,67
3,0,35,35.3783,35
-5,1,52,53.2688,53
-8,1,18,18.4392,18
9,2,66,67.2569,67
3,0,35,35.3783,35
-5,1,52,53.2688,53
-8,1,18,18.4392,18
12,2,102,103.914,103
21,5,66,67.5259,67
4,0,9,8.32431,8
6,1,8,8.1952,8
-7,1,96,97.3307,97
-2,0,51,52.0269,52
-3,0,41,41.6215,41
21,5,66,67.5259,67
6,1,8,8.1952,8
4,0,9,8.32431,8
12,2,102,103.914,103
-2,0,51,52.0269,52
-3,0,41,41.6215,41
-7,1,96,97.3307,97
26,6,57,58.6032,58
4,0,23,22.8918,22
22,5,1,2.04624,2
-22,5,281,281.586,281
-33,8,283,294.892,294
-26,6,74,74.5859,74
-16,3,52,53.5343,53
-15,3,50,51.4753,51
-1,0,45,45.7837,45
22,5,1,2.04624,2
26,6,57,58.6032,58
4,0,23,22.8918,22
-1,0,45,45.7837,45
-2,0,19,18.7297,18
-22,5,281,281.586,281
-26,6,74,74.5859,74
-15,3,50,51.4753,51
-16,3,52,53.5343,53
-24,5,40,40.9248,40
-33,8,283,294.892,294
3,0,673,664.433,664
1,0,45,45.7837,45
19,4,37,37.4439,37
-17,4,611,604.435,604
-29,7,57,58.4086,58
-14,3,62,63.8294,63
-10,2,56,57.0664,57
-17,4,35,35.3637,35
-7,1,14,14.3416,14
1,0,45,45.7837,45
3,0,673,664.433,664
19,4,37,37.4439,37
-17,4,611,604.435,604
-17,4,35,35.3637,35
-29,7,57,58.4086,58
-10,2,56,57.0664,57
-14,3,62,63.8294,63
-7,1,14,14.3416,14
6,1,1128,1075.61,1075
10,2,926,883.959,883
9,2,46,46.876,46
-20,4,33,33.2834,33
-5,1,26,26.6344,26
-17,4,23,22.8824,22
-14,3,22,22.6491,22
-12,2,20,20.3809,20
-10,2,1,2.03809,2
9,2,46,46.876,46
6,1,1128,1075.61,1075
10,2,926,883.959,883
-5,1,26,26.6344,26
-17,4,23,22.8824,22
-10,2,1,2.03809,2
-14,3,22,22.6491,22
-12,2,20,20.3809,20
-20,4,33,33.2834,33
10,2,38,38.7236,38
-33,8,224,233.634,233
-26,6,216,216.952,216
-20,4,43,43.6845,43
10,2,38,38.7236,38
-26,6,216,216.952,216
-20,4,43,43.6845,43
-33,8,224,233.634,233
10,2,1974,1916.89,1916
2,0,112,112.894,112
5,1,4,4.0976,4
-1,0,1787,1748.4,1748
-4,0,118,118.679,118
-2,0,55,56.1891,56
5,1,4,4.0976,4
2,0,112,112.894,112
10,2,1974,1916.89,1916
-1,0,1787,1748.4,1748
-2,0,55,56.1891,56
-4,0,118,118.679,118
24,5,82,82.6928,82
8,1,68,69.6592,69
12,2,68,69.2949,69
7,1,22,22.5368,22
11,2,20,20.3809,20
18,4,21,20.8022,20
-7,1,68,69.6592,69
-10,2,58,59.1045,59
-28,6,37,39.0688,39
-19,4,41,41.6043,41
-22,5,36,36.8323,36
-19,4,5,4.16043,4
18,4,21,20.8022,20
7,1,22,22.5368,22
11,2,20,20.3809,20
8,1,68,69.6592,69
12,2,68,69.2949,69
24,5,82,82.6928,82
-10,2,58,59.1045,59
-22,5,36,36.8323,36
-7,1,68,69.6592,69
-19,4,41,41.6043,41
-19,4,5,4.16043,4
-28,6,37,39.0688,39
35,8,87,87.7805,87
22,5,20,20.4624,20
-35,8,76,76.8079,76
22,5,20,20.4624,20
35,8,87,87.7805,87
-35,8,76,76.8079,76
29,7,258,259.277,259
10,2,70,71.333,71
17,4,63,64.4867,64
-22,5,1967,1930.19,1930
-2,0,1736,1696.27,1696
-28,6,41,42.6205,42
17,4,63,64.4867,64
29,7,258,259.277,259
10,2,70,71.333,71
-2,0,1736,1696.27,1696
-22,5,1967,1930.19,1930
-28,6,41,42.6205,42
-24,5,142,143.035,143
-29,7,127,128.214,128
-33,8,76,79.7776,79
-29,7,127,128.214,128
-24,5,142,143.035,143
-33,8,76,79.7776,79
3,0,928,898.381,898
13,3,379,380.639,380
-2,0,1503,1458.72,1458
13,3,379,380.639,380
3,0,928,898.381,898
-2,0,1503,1458.72,1458
34,8,298,299.002,299
4,0,199,200.73,200
3,0,150,151.763,151
33,8,106,111.119,111
17,4,41,41.6043,41
-26,6,151,151.909,151
-6,1,85,86.0496,86
-11,2,20,20.3809,20
17,4,41,41.6043,41
34,8,298,299.002,299
3,0,150,151.763,151
4,0,199,200.73,200
33,8,106,111.119,111
-6,1,85,86.0496,86
-26,6,151,151.909,151
-11,2,20,20.3809,20
19,4,195,195.642,195
-15,3,85,86.4785,86
19,4,195,195.642,195
-15,3,85,86.4785,86
4,0,900,872.543,872
-9,2,769,744.827,744
-3,0,21,20.8108,20
4,0,900,872.543,872
-9,2,769,744.827,744
-3,0,21,20.8108,20
5,1,1910,1859.19,1859
12,2,903,863.817,863
20,4,192,192.63,192
35,8,120,120.698,120
-11,2,478,476.909,476
-1,0,372,372.822,372
-14,3,169,169.701,169
-1,0,158,160.268,160
-31,7,47,48.4364,48
5,1,1910,1859.19,1859
35,8,120,120.698,120
12,2,903,863.817,863
20,4,192,192.63,192
-1,0,372,372.822,372
-1,0,158,160.268,160
-14,3,169,169.701,169
-31,7,47,48.4364,48
-11,2,478,476.909,476
12,2,392,392.095,392
12,2,162,162.865,162
11,2,50,50.9522,50
19,4,25,24.9626,24
19,4,19,18.7219,18
-9,2,300,300.771,300
-4,0,119,119.824,119
-23,5,40,40.9248,40
-6,1,28,28.6832,28
-10,2,26,26.4951,26
-20,4,21,20.8022,20
11,2,50,50.9522,50
19,4,19,18.7219,18
19,4,25,24.9626,24
12,2,162,162.865,162
12,2,392,392.095,392
-9,2,300,300.771,300
-6,1,28,28.6832,28
-10,2,26,26.4951,26
-23,5,40,40.9248,40
-4,0,119,119.824,119
-20,4,21,20.8022,20
5,1,179,180.482,180
3,0,98,99.7374,99
10,2,18,18.3428,18
-17,4,140,141.943,141
5,1,179,180.482,180
10,2,18,18.3428,18
3,0,98,99.7374,99
-17,4,140,141.943,141
6,1,238,239.322,239
-8,1,92,93.5011,93
-19,4,45,45.7647,45
-20,4,15,14.5615,14
6,1,238,239.322,239
-19,4,45,45.7647,45
-8,1,92,93.5011,93
-20,4,15,14.5615,14
3,0,47,47.8648,47
-22,5,138,139.581,139
-33,8,73,76.9284,76
-28,6,89,90.6142,90
-11,2,36,36.6856,36
3,0,47,47.8648,47
-22,5,138,139.581,139
-11,2,36,36.6856,36
-28,6,89,90.6142,90
-33,8,73,76.9284,76
17,4,455,454.095,454
2,0,156,158.151,158
20,4,98,99.5554,99
15,3,50,51.4753,51
21,5,14,14.3237,14
-9,2,283,284.317,284
-28,6,118,119.623,119
-12,2,36,36.6856,36
-9,2,24,24.457,24
-1,0,19,18.7297,18
17,4,455,454.095,454
21,5,14,14.3237,14
2,0,156,158.151,158
15,3,50,51.4753,51
20,4,98,99.5554,99
-1,0,19,18.7297,18
-9,2,283,284.317,284
-9,2,24,24.457,24
-12,2,36,36.6856,36
-28,6,118,119.623,119
17,4,245,246.156,246
10,2,156,157.475,157
-18,4,37,37.4439,37
17,4,245,246.156,246
10,2,156,157.475,157
-18,4,37,37.4439,37
13,3,435,435.258,435
13,3,58,59.7113,59
28,6,32,33.7412,33
1,0,17,16.6486,16
-2,0,465,464.3,464
-29,7,40,41.3134,41
-7,1,42,43.0248,43
-22,5,38,38.8786,38
-2,0,33,33.2972,33
-7,1,14,14.3416,14
1,0,17,16.6486,16
13,3,435,435.258,435
13,3,58,59.7113,59
28,6,32,33.7412,33
-29,7,40,41.3134,41
-2,0,33,33.2972,33
-2,0,465,464.3,464
-22,5,38,38.8786,38
-7,1,42,43.0248,43
-7,1,14,14.3416,14
7,1,62,63.5128,63
12,2,50,50.9522,50
17,4,47,47.8449,47
-13,3,533,533.38,533
-10,2,431,430.022,430
-20,4,23,22.8824,22
-6,1,1,2.0488,2
17,4,47,47.8449,47
7,1,62,63.5128,63
12,2,50,50.9522,50
-13,3,533,533.38,533
-6,1,1,2.0488,2
-10,2,431,430.022,430
-20,4,23,22.8824,22
9,2,1317,1250.46,1250
8,1,981,938.262,938
20,4,86,87.369,87
-11,2,96,97.6904,97
9,2,1317,1250.46,1250
8,1,981,938.262,938
20,4,86,87.369,87
-11,2,96,97.6904,97
28,6,103,104.72,104
-27,6,455,455.285,455
-20,4,304,305.076,305
-24,5,54,55.2485,55
-26,6,41,42.6205,42
-3,0,35,35.3783,35
28,6,103,104.72,104
-26,6,41,42.6205,42
-3,0,35,35.3783,35
-27,6,455,455.285,455
-20,4,304,305.076,305
-24,5,54,55.2485,55
-26,6,46,47.9481,47
-12,2,20,20.3809,20
-3,0,17,16.6486,16
-26,6,46,47.9481,47
-3,0,17,16.6486,16
-12,2,20,20.3809,20
15,3,76,78.2424,78
5,1,58,59.4152,59
29,7,27,28.492,28
4,0,23,22.8918,22
19,4,17,16.6417,16
5,1,58,59.4152,59
29,7,27,28.492,28
15,3,76,78.2424,78
19,4,17,16.6417,16
4,0,23,22.8918,22
29,7,25,27.0674,27
5,1,34,34.8296,34
-32,7,201,202.293,202
-19,4,125,126.573,126
-36,9,92,93.2668,93
5,1,34,34.8296,34
29,7,25,27.0674,27
-19,4,125,126.573,126
-32,7,201,202.293,202
-36,9,92,93.2668,93
9,2,298,298.713,298
1,0,256,256.494,256
1,0,122,123.237,123
-29,7,50,51.2856,51
-10,2,12,12.2285,12
1,0,256,256.494,256
1,0,122,123.237,123
9,2,298,298.713,298
-29,7,50,51.2856,51
-10,2,12,12.2285,12
31,7,272,273.523,273
1,0,33,33.2972,33
3,0,27,27.054,27
5,1,24,24.5856,24
-4,0,104,105.801,105
-12,2,95,96.4256,96
-14,3,90,92.6555,92
-6,1,74,75.8056,75
-9,2,48,48.9141,48
1,0,33,33.2972,33
5,1,24,24.5856,24
31,7,272,273.523,273
3,0,27,27.054,27
-9,2,48,48.9141,48
-6,1,74,75.8056,75
-14,3,90,92.6555,92
-4,0,104,105.801,105
-12,2,95,96.4256,96
1,0,254,254.476,254
-25,6,366,367.288,367
-25,6,142,143.669,143
-29,7,84,85.476,85
1,0,254,254.476,254
-25,6,366,367.288,367
-25,6,142,143.669,143
-29,7,84,85.476,85
15,3,109,110.138,110
16,3,30,30.8852,30
18,4,9,8.32086,8
-5,1,187,187.813,187
-18,4,25,24.9626,24
18,4,9,8.32086,8
15,3,109,110.138,110
16,3,30,30.8852,30
-5,1,187,187.813,187
-18,4,25,24.9626,24
27,6,70,71.0342,71
1,0,17,16.6486,16
-28,6,60,62.1549,62
-1,0,19,18.7297,18
1,0,17,16.6486,16
27,6,70,71.0342,71
-1,0,19,18.7297,18
-28,6,60,62.1549,62
19,4,828,791.76,791
24,5,660,654.409,654
-3,0,333,334.223,334
19,4,828,791.76,791
24,5,660,654.409,654
-3,0,333,334.223,334
3,0,289,290.776,290
1,0,224,225.16,225
1,0,224,225.16,225
3,0,289,290.776,290
1,0,107,108.186,108
-23,5,110,111.062,111
-17,4,19,18.7219,18
1,0,107,108.186,108
-17,4,19,18.7219,18
-23,5,110,111.062,111
4,0,513,512.256,512
-2,0,631,626.755,626
-8,1,544,544.383,544
-15,3,481,480.645,480
-11,2,336,336.893,336
-12,2,24,24.457,24
4,0,513,512.256,512
-2,0,631,626.755,626
-11,2,336,336.893,336
-15,3,481,480.645,480
-8,1,544,544.383,544
-12,2,24,24.457,24
13,3,16,16.4721,16
-17,4,23,22.8824,22
13,3,16,16.4721,16
-17,4,23,22.8824,22
3,0,604,602.146,602
-17,4,517,516.955,516
-10,2,30,30.5713,30
3,0,604,602.146,602
-17,4,517,516.955,516
-10,2,30,30.5713,30
28,6,161,162.399,162
9,2,158,159.635,159
5,1,42,43.0248,43
-14,3,151,151.725,151
-28,6,96,97.0879,97
-2,0,47,47.8648,47
5,1,42,43.0248,43
9,2,158,159.635,159
28,6,161,162.399,162
-2,0,47,47.8648,47
-14,3,151,151.725,151
-28,6,96,97.0879,97
8,1,457,456.296,456
-4,0,607,605.349,605
-12,2,118,119.464,119
8,1,457,456.296,456
-4,0,607,605.349,605
-12,2,118,119.464,119
5,1,313,313.692,313
10,2,22,22.419,22
-1,0,462,461.189,461
-7,1,264,264.805,264
-2,0,186,187.381,187
-33,8,51,54.1348,54
-1,0,65,66.5945,66
-1,0,15,14.5675,14
5,1,313,313.692,313
10,2,22,22.419,22
-1,0,462,461.189,461
-1,0,65,66.5945,66
-1,0,15,14.5675,14
-2,0,186,187.381,187
-7,1,264,264.805,264
-33,8,51,54.1348,54
7,1,60,61.464,61
3,0,47,47.8648,47
15,3,32,32.9442,32
28,6,23,24.862,24
16,3,24,24.7081,24
18,4,23,22.8824,22
-22,5,1019,983.241,983
-16,3,696,683.288,683
-15,3,622,620.296,620
-3,0,573,573.413,573
-17,4,297,298.193,298
-7,1,42,43.0248,43
18,4,23,22.8824,22
3,0,47,47.8648,47
7,1,60,61.464,61
15,3,32,32.9442,32
16,3,24,24.7081,24
28,6,23,24.862,24
-17,4,297,298.193,298
-22,5,1019,983.241,983
-3,0,573,573.413,573
-7,1,42,43.0248,43
-15,3,622,620.296,620
-23,5,22,22.5086,22
-16,3,696,683.288,683
-28,6,32,33.7412,33
-34,8,235,235.91,235
-4,0,209,210.937,210
-21,5,44,45.0173,45
-21,5,44,45.0173,45
-34,8,235,235.91,235
-4,0,209,210.937,210
31,7,145,146.734,146
25,6,64,65.7066,65
26,6,41,42.6205,42
16,3,40,41.1802,41
16,3,36,37.0622,37
3,0,21,20.8108,20
-28,6,257,258.023,258
-7,1,120,121.463,121
-28,6,107,108.488,108
-26,6,75,76.3617,76
-4,0,27,27.054,27
25,6,64,65.7066,65
26,6,41,42.6205,42
31,7,145,146.734,146
3,0,21,20.8108,20
16,3,40,41.1802,41
16,3,36,37.0622,37
-26,6,75,76.3617,76
-7,1,120,121.463,121
-4,0,27,27.054,27
-28,6,107,108.488,108
-28,6,257,258.023,258
-10,2,104,105.141,105
-16,3,74,76.1834,76
-10,2,104,105.141,105
-16,3,74,76.1834,76
10,2,123,124.102,124
-25,6,305,306.292,306
-25,6,129,130.547,130
10,2,123,124.102,124
-25,6,305,306.292,306
-25,6,129,130.547,130
-25,6,581,580.641,580
-27,6,193,194.451,194
-15,3,188,189.51,189
-7,1,110,110.859,110
-25,6,581,580.641,580
-7,1,110,110.859,110
-15,3,188,189.51,189
-27,6,193,194.451,194
5,1,20,20.488,20
10,2,18,18.3428,18
-26,6,319,320.482,320
-19,4,198,198.647,198
-11,2,38,38.7236,38
-1,0,21,20.8108,20
-3,0,15,14.5675,14
5,1,20,20.488,20
10,2,18,18.3428,18
-1,0,21,20.8108,20
-26,6,319,320.482,320
-3,0,15,14.5675,14
-11,2,38,38.7236,38
-19,4,198,198.647,198
5,1,1991,1944.5,1944
2,0,1053,1016.53,1016
-2,0,879,852.396,852
-4,0,745,729.663,729
-7,1,18,18.4392,18
5,1,1991,1944.5,1944
2,0,1053,1016.53,1016
-2,0,879,852.396,852
-7,1,18,18.4392,18
-4,0,745,729.663,729
19,4,168,169.263,169
-16,3,116,117.596,117
-15,3,97,99.8698,99
-29,7,40,41.3134,41
-8,1,32,32.7808,32
19,4,168,169.263,169
-29,7,40,41.3134,41
-15,3,97,99.8698,99
-8,1,32,32.7808,32
-16,3,116,117.596,117
10,2,238,239.112,239
3,0,90,91.5674,91
10,2,238,239.112,239
3,0,90,91.5674,91
15,3,548,548.103,548
26,6,84,85.241,85
-5,1,659,648.701,648
26,6,84,85.241,85
15,3,548,548.103,548
-5,1,659,648.701,648
3,0,1159,1118.1,1118
4,0,55,56.1891,56
22,5,42,42.971,42
2,0,21,20.8108,20
-11,2,857,822.625,822
-6,1,113,114.434,114
-9,2,32,32.6094,32
2,0,21,20.8108,20
22,5,42,42.971,42
3,0,1159,1118.1,1118
4,0,55,56.1891,56
-9,2,32,32.6094,32
-6,1,113,114.434,114
-11,2,857,822.625,822
-17,4,29,29.123,29
-17,4,29,29.123,29
19,4,602,596.969,596
16,3,452,451.798,451
25,6,320,321.572,321
28,6,117,118.397,118
24,5,68,69.5722,69
5,1,30,30.732,30
-3,0,73,74.9188,74
-26,6,60,62.1549,62
-2,0,31,31.2162,31
-7,1,24,24.5856,24
-5,1,24,24.5856,24
5,1,30,30.732,30
25,6,320,321.572,321
19,4,602,596.969,596
16,3,452,451.798,451
24,5,68,69.5722,69
28,6,117,118.397,118
-5,1,24,24.5856,24
-2,0,31,31.2162,31
-26,6,60,62.1549,62
-3,0,73,74.9188,74
-7,1,24,24.5856,24
8,1,1852,1798.33,1798
4,0,1610,1567.01,1567
7,1,486,485.798,485
22,5,36,36.8323,36
-3,0,426,426.069,426
-7,1,239,240.343,240
-17,4,35,35.3637,35
22,5,36,36.8323,36
7,1,486,485.798,485
4,0,1610,1567.01,1567
8,1,1852,1798.33,1798
-17,4,35,35.3637,35
-3,0,426,426.069,426
-7,1,239,240.343,240
13,3,1259,1193,1193
13,3,24,24.7081,24
-5,1,1830,1775.94,1775
-12,2,50,50.9522,50
13,3,1259,1193,1193
13,3,24,24.7081,24
-5,1,1830,1775.94,1775
-12,2,50,50.9522,50
2,0,974,941.304,941
10,2,647,639.199,639
5,1,445,444.764,444
16,3,24,24.7081,24
5,1,445,444.764,444
2,0,974,941.304,941
10,2,647,639.199,639
16,3,24,24.7081,24
27,6,382,383.588,383
13,3,368,368.722,368
12,2,70,71.333,71
-26,6,37,39.0688,39
13,3,368,368.722,368
27,6,382,383.588,383
12,2,70,71.333,71
-26,6,37,39.0688,39
9,2,823,792.269,792
4,0,576,576.597,576
19,4,104,105.683,105
18,4,21,20.8022,20
-17,4,1016,962.455,962
-1,0,239,239.33,239
-4,0,35,35.3783,35
-8,1,8,8.1952,8
9,2,823,792.269,792
18,4,21,20.8022,20
19,4,104,105.683,105
4,0,576,576.597,576
-1,0,239,239.33,239
-17,4,1016,962.455,962
-4,0,35,35.3783,35
-8,1,8,8.1952,8
14,3,34,35.0032,35
-19,4,27,27.0428,27
14,3,34,35.0032,35
-19,4,27,27.0428,27
1,0,144,145.314,145
1,0,144,145.314,145
-28,6,139,140.112,140
-28,6,139,140.112,140
24,5,317,317.403,317
4,0,279,279.684,279
-18,4,19,18.7219,18
-8,1,12,12.2928,12
4,0,279,279.684,279
24,5,317,317.403,317
-18,4,19,18.7219,18
-8,1,12,12.2928,12
9,2,337,337.929,337
16,3,307,308.505,308
20,4,217,217.557,217
20,4,79,81.1284,81
11,2,16,16.3047,16
-29,7,154,155.281,155
-19,4,47,47.8449,47
-2,0,37,37.4594,37
9,2,337,337.929,337
11,2,16,16.3047,16
16,3,307,308.505,308
20,4,217,217.557,217
20,4,79,81.1284,81
-29,7,154,155.281,155
-2,0,37,37.4594,37
-19,4,47,47.8449,47
2,0,29,29.1351,29
-34,8,150,150.873,150
-26,6,131,131.75,131
-15,3,123,124.887,124
-28,6,88,89.3056,89
-28,6,72,72.81,72
-15,3,38,39.1212,39
2,0,29,29.1351,29
-34,8,150,150.873,150
-26,6,131,131.75,131
-15,3,123,124.887,124
-15,3,38,39.1212,39
-12,2,12,12.2285,12
-28,6,88,89.3056,89
-28,6,72,72.81,72
10,2,130,130.959,130
29,7,21,22.7936,22
-6,1,87,88.0984,88
29,7,21,22.7936,22
10,2,130,130.959,130
-6,1,87,88.0984,88
28,6,72,72.81,72
15,3,48,49.4163,49
19,4,39,39.5241,39
25,6,28,30.1895,30
5,1,28,28.6832,28
-12,2,42,42.7998,42
-2,0,25,24.9729,24
-28,6,13,14.2068,14
5,1,28,28.6832,28
25,6,28,30.1895,30
15,3,48,49.4163,49
19,4,39,39.5241,39
28,6,72,72.81,72
-2,0,25,24.9729,24
-12,2,42,42.7998,42
-28,6,13,14.2068,14
10,2,269,269.936,269
19,4,215,215.575,215
16,3,72,74.1244,74
-5,1,48,49.1712,49
10,2,269,269.936,269
19,4,215,215.575,215
16,3,72,74.1244,74
-5,1,48,49.1712,49
28,6,37,39.0688,39
16,3,14,14.4131,14
11,2,12,12.2285,12
-4,0,386,386.084,386
-6,1,362,361.805,361
-28,6,102,103.457,103
-11,2,95,96.4256,96
-19,4,29,29.123,29
-12,2,26,26.4951,26
11,2,12,12.2285,12
16,3,14,14.4131,14
28,6,37,39.0688,39
-6,1,362,361.805,361
-11,2,95,96.4256,96
-19,4,29,29.123,29
-4,0,386,386.084,386
-12,2,26,26.4951,26
-24,5,26,26.6011,26
-28,6,102,103.457,103
9,2,222,222.623,222
6,1,14,14.3416,14
-6,1,615,610.364,610
-24,5,546,546.233,546
-19,4,25,24.9626,24
-9,2,24,24.457,24
-11,2,22,22.419,22
9,2,222,222.623,222
6,1,14,14.3416,14
-9,2,24,24.457,24
-6,1,615,610.364,610
-11,2,22,22.419,22
-19,4,25,24.9626,24
-24,5,546,546.233,546
-28,6,371,372.722,372
-21,5,322,322.667,322
-10,2,186,187.267,187
-20,4,136,137.611,137
-1,0,35,35.3783,35
-1,0,35,35.3783,35
-21,5,322,322.667,322
-10,2,186,187.267,187
-20,4,136,137.611,137
-28,6,371,372.722,372
12,2,191,192.507,192
-16,3,97,99.8698,99
-31,7,40,41.3134,41
-6,1,22,22.5368,22
12,2,191,192.507,192
-6,1,22,22.5368,22
-31,7,40,41.3134,41
-16,3,97,99.8698,99
19,4,86,87.369,87
-15,3,221,221.955,221
-8,1,58,59.4152,59
-1,0,35,35.3783,35
-1,0,29,29.1351,29
19,4,86,87.369,87
-1,0,29,29.1351,29
-1,0,35,35.3783,35
-15,3,221,221.955,221
-8,1,58,59.4152,59
17,4,75,76.968,76
29,7,30,31.3412,31
