#eta,etabin,lut,func,funcInt
28,6,75,76.3617,76
6,1,56,57.3664,57
10,2,38,38.7236,38
24,5,30,30.6936,30
5,1,28,28.6832,28
-25,6,103,104.72,104
-26,6,53,55.0515,55
-2,0,63,64.5134,64
-18,4,23,22.8824,22
-8,1,20,20.488,20
-20,4,19,18.7219,18
1,0,5,4.16215,4
5,1,28,28.6832,28
2,0,17,16.6486,16
6,1,56,57.3664,57
10,2,38,38.7236,38
24,5,30,30.6936,30
28,6,75,76.3617,76
28,6,117,118.397,118
-25,6,103,104.72,104
-2,0,63,64.5134,64
-18,4,23,22.8824,22
-26,6,53,55.0515,55
-8,1,20,20.488,20
-20,4,19,18.7219,18
-25,6,254,254.713,254
-28,6,171,172.788,172
-25,6,254,254.713,254
-28,6,171,172.788,172
23,5,195,196.362,196
8,1,105,106.023,106
16,3,28,28.8262,28
-7,1,16,16.3904,16
-12,2,10,10.1904,10
23,5,195,196.362,196
8,1,105,106.023,106
16,3,28,28.8262,28
-7,1,16,16.3904,16
-12,2,10,10.1904,10
20,4,1052,995.27,995
11,2,226,226.751,226
29,7,50,51.2856,51
20,4,15,14.5615,14
-8,1,1486,1425.2,1425
-31,7,239,240.757,240
-6,1,52,53.2688,53
29,7,50,51.2856,51
11,2,226,226.751,226
20,4,15,14.5615,14
20,4,1052,995.27,995
-6,1,52,53.2688,53
-31,7,239,240.757,240
-8,1,1486,1425.2,1425
27,6,418,418.346,418
3,0,121,122.103,122
23,5,81,81.3222,81
-2,0,260,260.528,260
-17,4,35,35.3637,35
-19,4,29,29.123,29
3,0,121,122.103,122
23,5,81,81.3222,81
27,6,418,418.346,418
-17,4,35,35.3637,35
-2,0,260,260.528,260
-19,4,29,29.123,29
13,3,42,43.2392,43
4,0,21,20.8108,20
-22,5,322,322.667,322
-6,1,281,282.109,282
-20,4,194,194.638,194
-10,2,44,44.8379,44
-13,3,30,30.8852,30
13,3,42,43.2392,43
4,0,21,20.8108,20
-13,3,30,30.8852,30
-6,1,281,282.109,282
-10,2,44,44.8379,44
-22,5,322,322.667,322
-20,4,194,194.638,194
26,6,137,137.733,137
4,0,99,100.962,100
2,0,99,100.962,100
8,1,56,57.3664,57
11,2,22,22.419,22
2,0,99,100.962,100
26,6,137,137.733,137
11,2,22,22.419,22
4,0,99,100.962,100
8,1,56,57.3664,57
27,6,418,418.346,418
7,1,340,340.262,340
7,1,81,81.952,81
7,1,340,340.262,340
7,1,81,81.952,81
27,6,418,418.346,418
19,4,220,220.527,220
25,6,64,65.7066,65
9,2,50,50.9522,50
17,4,37,37.4439,37
-1,0,243,243.372,243
9,2,50,50.9522,50
17,4,37,37.4439,37
25,6,64,65.7066,65
19,4,220,220.527,220
-1,0,243,243.372,243
26,6,106,107.235,107
28,6,60,62.1549,62
31,7,31,32.7658,32
5,1,40,40.976,40
-15,3,272,273.262,273
-16,3,251,251.921,251
-31,7,150,151.008,151
-36,9,77,78.1795,78
-20,4,86,87.369,87
-9,2,46,46.876,46
5,1,40,40.976,40
26,6,106,107.235,107
31,7,31,32.7658,32
28,6,60,62.1549,62
-1,0,31,31.2162,31
-5,1,30,30.732,30
-9,2,46,46.876,46
-31,7,150,151.008,151
-15,3,272,273.262,273
-36,9,77,78.1795,78
-12,2,42,42.7998,42
-16,3,251,251.921,251
-20,4,86,87.369,87
2,0,264,264.562,264
11,2,165,166.081,166
-7,1,669,657.513,657
-11,2,78,79.4854,79
2,0,264,264.562,264
11,2,165,166.081,166
-7,1,669,657.513,657
-11,2,78,79.4854,79
19,4,717,695.275,695
15,3,763,741.325,741
18,4,228,228.432,228
5,1,220,220.901,220
29,7,52,54.1348,54
28,6,55,56.8273,56
-29,7,67,68.3808,68
-8,1,50,51.22,51
-25,6,32,33.7412,33
-11,2,4,4.07617,4
5,1,220,220.901,220
17,4,53,54.0856,54
29,7,52,54.1348,54
14,3,52,53.5343,53
18,4,228,228.432,228
15,3,763,741.325,741
19,4,717,695.275,695
8,1,24,24.5856,24
28,6,55,56.8273,56
-25,6,32,33.7412,33
-29,7,67,68.3808,68
-11,2,4,4.07617,4
-8,1,50,51.22,51
2,0,170,171.823,171
10,2,36,36.6856,36
1,0,19,18.7297,18
-23,5,266,266.808,266
-10,2,238,239.112,239
-26,6,148,149.562,149
-28,6,88,89.3056,89
-4,0,49,49.9458,49
-10,2,32,32.6094,32
1,0,19,18.7297,18
2,0,170,171.823,171
10,2,36,36.6856,36
-6,1,28,28.6832,28
-10,2,238,239.112,239
-10,2,32,32.6094,32
-26,6,148,149.562,149
-23,5,266,266.808,266
-4,0,49,49.9458,49
-28,6,88,89.3056,89
10,2,290,290.485,290
4,0,29,29.1351,29
20,4,27,27.0428,27
-1,0,371,371.803,371
-1,0,84,85.3242,85
10,2,290,290.485,290
4,0,29,29.1351,29
20,4,27,27.0428,27
-1,0,84,85.3242,85
-1,0,371,371.803,371
21,5,653,647.794,647
16,3,378,379.554,379
1,0,77,79.0809,79
2,0,71,72.8377,72
23,5,44,45.0173,45
17,4,23,22.8824,22
-26,6,87,87.992,87
-1,0,27,27.054,27
1,0,77,79.0809,79
17,4,23,22.8824,22
21,5,653,647.794,647
2,0,71,72.8377,72
23,5,44,45.0173,45
16,3,378,379.554,379
-1,0,27,27.054,27
-26,6,87,87.992,87
17,4,957,907.89,907
-3,0,909,880.395,880
-10,2,138,138.826,138
-21,5,116,117.16,117
-17,4,41,41.6043,41
17,4,957,907.89,907
-17,4,41,41.6043,41
-21,5,116,117.16,117
-10,2,138,138.826,138
-3,0,909,880.395,880
31,7,152,153.857,153
28,6,132,132.951,132
20,4,19,18.7219,18
18,4,13,12.4813,12
-8,1,1385,1324.91,1324
-12,2,1343,1275.92,1275
-14,3,66,67.9474,67
-28,6,50,51.4998,51
-29,7,23,24.2182,24
-20,4,33,33.2834,33
18,4,13,12.4813,12
31,7,152,153.857,153
20,4,19,18.7219,18
28,6,132,132.951,132
-29,7,23,24.2182,24
-2,0,33,33.2972,33
-14,3,66,67.9474,67
-8,1,1385,1324.91,1324
-12,2,1343,1275.92,1275
-20,4,33,33.2834,33
-28,6,50,51.4998,51
-13,3,1653,1579.05,1579
-1,0,1063,1025.7,1025
-1,0,33,33.2972,33
-1,0,33,33.2972,33
-1,0,1063,1025.7,1025
-13,3,1653,1579.05,1579
27,6,100,102.191,102
26,6,98,99.6474,99
7,1,10,10.244,10
26,6,98,99.6474,99
7,1,10,10.244,10
27,6,100,102.191,102
10,2,215,216.422,216
6,1,159,160.319,160
-21,5,38,38.8786,38
-31,7,24,25.6428,25
6,1,159,160.319,160
10,2,215,216.422,216
-21,5,38,38.8786,38
-31,7,24,25.6428,25
18,4,82,83.2086,83
28,6,66,67.4824,67
27,6,62,63.9307,63
29,7,40,41.3134,41
18,4,51,52.0054,52
11,2,36,36.6856,36
-28,6,102,103.457,103
-2,0,53,54.108,54
29,7,40,41.3134,41
18,4,82,83.2086,83
18,4,51,52.0054,52
11,2,36,36.6856,36
27,6,62,63.9307,63
28,6,66,67.4824,67
-2,0,53,54.108,54
-28,6,102,103.457,103
14,3,89,90.5965,90
-8,1,556,556.202,556
-3,0,541,540.629,540
-23,5,81,81.3222,81
14,3,89,90.5965,90
-3,0,541,540.629,540
-23,5,81,81.3222,81
-8,1,556,556.202,556
12,2,18,18.3428,18
12,2,18,18.3428,18
18,4,67,68.6471,68
26,6,55,56.8273,56
-23,5,179,179.998,179
18,4,67,68.6471,68
26,6,55,56.8273,56
-23,5,179,179.998,179
9,2,1042,990.803,990
-6,1,1475,1413.85,1413
-6,1,333,333.099,333
9,2,1042,990.803,990
-6,1,1475,1413.85,1413
-6,1,333,333.099,333
14,3,109,110.138,110
32,7,64,65.5316,65
18,4,45,45.7647,45
20,4,35,35.3637,35
6,1,18,18.4392,18
23,5,12,12.2774,12
-29,7,172,173.801,173
-6,1,26,26.6344,26
6,1,18,18.4392,18
14,3,109,110.138,110
18,4,45,45.7647,45
23,5,12,12.2774,12
32,7,64,65.5316,65
20,4,35,35.3637,35
-29,7,172,173.801,173
-6,1,26,26.6344,26
11,2,712,694.506,694
-14,3,1333,1263.94,1263
-28,6,406,406.399,406
-1,0,137,138.796,138
-7,1,98,99.8468,99
-15,3,22,22.6491,22
11,2,712,694.506,694
-1,0,137,138.796,138
-14,3,1333,1263.94,1263
-7,1,98,99.8468,99
-15,3,22,22.6491,22
-28,6,406,406.399,406
2,0,879,852.396,852
-5,1,802,774.834,774
-7,1,135,136.252,136
-7,1,133,134.01,134
-32,7,38,39.8888,39
2,0,879,852.396,852
-5,1,802,774.834,774
-7,1,135,136.252,136
-7,1,133,134.01,134
-32,7,38,39.8888,39
23,5,865,840.468,840
1,0,435,434.31,434
10,2,135,135.47,135
33,8,92,96.8728,96
6,1,116,116.794,116
8,1,32,32.7808,32
-7,1,689,675.191,675
-28,6,57,58.6032,58
-10,2,30,30.5713,30
-9,2,18,18.3428,18
1,0,435,434.31,434
6,1,116,116.794,116
10,2,135,135.47,135
23,5,865,840.468,840
8,1,32,32.7808,32
33,8,92,96.8728,96
-9,2,18,18.3428,18
-10,2,30,30.5713,30
-7,1,689,675.191,675
-28,6,57,58.6032,58
1,0,1359,1314.64,1314
4,0,1260,1216.36,1216
25,6,299,299.734,299
-27,6,186,187.645,187
-8,1,24,24.5856,24
1,0,1359,1314.64,1314
25,6,299,299.734,299
4,0,1260,1216.36,1216
-27,6,186,187.645,187
-8,1,24,24.5856,24
26,6,162,163.558,163
12,2,16,16.3047,16
-10,2,148,148.769,148
-19,4,33,33.2834,33
26,6,162,163.558,163
12,2,16,16.3047,16
-10,2,148,148.769,148
-19,4,33,33.2834,33
26,6,1026,1005.93,1005
24,5,194,195.277,195
29,7,42,44.1626,44
2,0,17,16.6486,16
3,0,11,10.4054,10
-21,5,1037,1000.73,1000
-17,4,69,70.7273,70
-9,2,32,32.6094,32
29,7,42,44.1626,44
2,0,17,16.6486,16
26,6,1026,1005.93,1005
3,0,11,10.4054,10
24,5,194,195.277,195
-9,2,32,32.6094,32
-17,4,69,70.7273,70
-21,5,1037,1000.73,1000
10,2,12,12.2285,12
-3,0,96,97.267,97
-9,2,68,69.2949,69
10,2,12,12.2285,12
-9,2,68,69.2949,69
-3,0,96,97.267,97
17,4,65,66.5669,66
-28,6,241,241.442,241
-15,3,97,99.8698,99
-29,7,30,31.3412,31
-17,4,27,27.0428,27
-11,2,10,10.1904,10
17,4,65,66.5669,66
-17,4,27,27.0428,27
-29,7,30,31.3412,31
-11,2,10,10.1904,10
-15,3,97,99.8698,99
-28,6,241,241.442,241
18,4,366,367.403,367
10,2,20,20.3809,20
-2,0,250,250.44,250
-5,1,174,175.217,175
-4,0,53,54.108,54
-5,1,46,47.1224,47
-18,4,17,16.6417,16
10,2,20,20.3809,20
18,4,366,367.403,367
-5,1,46,47.1224,47
-5,1,174,175.217,175
-2,0,250,250.44,250
-18,4,17,16.6417,16
-4,0,53,54.108,54
23,5,661,655.512,655
14,3,603,604.132,604
28,6,66,67.4824,67
28,6,55,56.8273,56
4,0,35,35.3783,35
-28,6,146,147.21,147
-23,5,110,111.062,111
-10,2,42,42.7998,42
-20,4,39,39.5241,39
-7,1,34,34.8296,34
-22,5,28,28.6474,28
14,3,603,604.132,604
23,5,661,655.512,655
4,0,35,35.3783,35
28,6,55,56.8273,56
28,6,66,67.4824,67
-10,2,42,42.7998,42
-22,5,28,28.6474,28
-3,0,21,20.8108,20
-7,1,34,34.8296,34
-23,5,110,111.062,111
-20,4,39,39.5241,39
-28,6,13,14.2068,14
-28,6,146,147.21,147
20,4,222,222.505,222
-18,4,451,450.014,450
-21,5,297,297.395,297
-18,4,223,223.494,223
-20,4,177,177.454,177
20,4,222,222.505,222
-21,5,297,297.395,297
-18,4,451,450.014,450
-18,4,223,223.494,223
-20,4,177,177.454,177
5,1,636,628.941,628
24,5,48,49.1098,49
16,3,24,24.7081,24
-10,2,629,623.54,623
-16,3,58,59.7113,59
5,1,636,628.941,628
16,3,24,24.7081,24
24,5,48,49.1098,49
-10,2,629,623.54,623
-16,3,58,59.7113,59
-23,5,214,215.77,215
-6,1,199,200.29,200
-15,3,70,72.0654,72
-1,0,39,39.5405,39
-1,0,39,39.5405,39
-6,1,199,200.29,200
-15,3,70,72.0654,72
-23,5,214,215.77,215
29,7,125,126.789,126
18,4,45,45.7647,45
13,3,44,45.2983,45
1,0,19,18.7297,18
-15,3,32,32.9442,32
-20,4,15,14.5615,14
-1,0,7,6.24323,6
1,0,19,18.7297,18
13,3,44,45.2983,45
29,7,125,126.789,126
18,4,45,45.7647,45
-1,0,7,6.24323,6
-15,3,32,32.9442,32
-20,4,15,14.5615,14
-28,6,77,78.1376,78
-28,6,77,78.1376,78
8,1,34,34.8296,34
20,4,21,20.8022,20
-15,3,32,32.9442,32
8,1,34,34.8296,34
20,4,21,20.8022,20
-15,3,32,32.9442,32
5,1,575,575.618,575
29,7,7,8.5476,8
-5,1,1059,1011.26,1011
-24,5,765,748.945,748
-35,8,161,161.845,161
-14,3,18,18.5311,18
5,1,575,575.618,575
29,7,7,8.5476,8
-5,1,1059,1011.26,1011
-14,3,18,18.5311,18
-35,8,161,161.845,161
-24,5,765,748.945,748
2,0,855,830.09,830
-15,3,938,895.522,895
-26,6,185,186.508,186
2,0,855,830.09,830
-26,6,185,186.508,186
-15,3,938,895.522,895
8,1,146,147.313,147
35,8,106,106.982,106
37,9,48,49.3765,49
20,4,69,70.7273,70
-14,3,28,28.8262,28
-13,3,26,26.7672,26
-14,3,24,24.7081,24
35,8,106,106.982,106
8,1,146,147.313,147
20,4,69,70.7273,70
37,9,48,49.3765,49
-13,3,26,26.7672,26
-14,3,28,28.8262,28
-14,3,24,24.7081,24
33,8,163,169.527,169
2,0,29,29.1351,29
-23,5,1088,1048.75,1048
-7,1,1085,1035.01,1035
-36,9,26,27.4314,27
-7,1,28,28.6832,28
2,0,29,29.1351,29
33,8,163,169.527,169
-7,1,28,28.6832,28
-7,1,1085,1035.01,1035
-23,5,1088,1048.75,1048
-36,9,26,27.4314,27
19,4,86,87.369,87
19,4,41,41.6043,41
-9,2,570,570.34,570
-10,2,477,475.837,475
-26,6,123,124.502,124
-16,3,46,47.3573,47
-5,1,40,40.976,40
-28,6,28,30.1895,30
19,4,41,41.6043,41
19,4,86,87.369,87
-5,1,40,40.976,40
-9,2,570,570.34,570
-17,4,11,10.4011,10
-10,2,477,475.837,475
-26,6,123,124.502,124
-12,2,24,24.457,24
-16,3,46,47.3573,47
-28,6,28,30.1895,30
5,1,149,150.589,150
20,4,119,119.779,119
2,0,37,37.4594,37
-28,6,48,49.7239,49
-11,2,18,18.3428,18
5,1,149,150.589,150
2,0,37,37.4594,37
20,4,119,119.779,119
-11,2,18,18.3428,18
-28,6,48,49.7239,49
2,0,13,12.4865,12
-22,5,335,335.303,335
-14,3,289,290.338,290
-3,0,33,33.2972,33
-20,4,21,20.8022,20
2,0,13,12.4865,12
-14,3,289,290.338,290
-22,5,335,335.303,335
-3,0,33,33.2972,33
-20,4,21,20.8022,20
3,0,117,117.531,117
4,0,19,18.7297,18
-26,6,166,167.028,167
3,0,117,117.531,117
4,0,19,18.7297,18
-26,6,166,167.028,167
6,1,551,550.826,550
5,1,500,499.569,499
14,3,30,30.8852,30
-29,7,41,42.738,42
-8,1,22,22.5368,22
5,1,500,499.569,499
6,1,551,550.826,550
14,3,30,30.8852,30
-29,7,41,42.738,42
-8,1,22,22.5368,22
9,2,897,857.91,857
6,1,24,24.5856,24
1,0,25,24.9729,24
-15,3,811,783.283,783
-25,6,60,62.1549,62
1,0,25,24.9729,24
9,2,897,857.91,857
6,1,24,24.5856,24
-25,6,60,62.1549,62
-15,3,811,783.283,783
10,2,2893,2933.02,2933
5,1,2059,2017.04,2017
3,0,502,501.79,501
-1,0,2116,2094.26,2094
-20,4,117,117.48,117
-21,5,81,81.3222,81
5,1,2059,2017.04,2017
10,2,2893,2933.02,2933
3,0,502,501.79,501
-1,0,2116,2094.26,2094
-21,5,81,81.3222,81
-20,4,117,117.48,117
12,2,1418,1349.04,1349
-17,4,1497,1424.83,1424
-9,2,14,14.2666,14
12,2,1418,1349.04,1349
-9,2,14,14.2666,14
-17,4,1497,1424.83,1424
25,6,253,253.609,253
22,5,227,228.607,228
9,2,96,97.6904,97
9,2,96,97.6904,97
25,6,253,253.609,253
22,5,227,228.607,228
4,0,665,656.875,656
1,0,143,144.233,144
34,8,103,104.239,104
13,3,48,49.4163,49
14,3,14,14.4131,14
-24,5,429,429.377,429
-10,2,211,212.281,212
-22,5,150,151.022,151
-1,0,149,150.692,150
-3,0,118,118.679,118
-15,3,97,99.8698,99
1,0,143,144.233,144
13,3,48,49.4163,49
34,8,103,104.239,104
14,3,14,14.4131,14
4,0,665,656.875,656
-1,0,149,150.692,150
-17,4,49,49.9252,49
-10,2,211,212.281,212
-22,5,150,151.022,151
-3,0,118,118.679,118
-15,3,97,99.8698,99
-24,5,429,429.377,429
25,6,938,921.196,921
8,1,673,660.822,660
18,4,61,62.4065,62
1,0,21,20.8108,20
-9,2,1195,1133.46,1133
-9,2,64,65.2188,65
1,0,21,20.8108,20
25,6,938,921.196,921
18,4,61,62.4065,62
8,1,673,660.822,660
-9,2,64,65.2188,65
-9,2,1195,1133.46,1133
4,0,115,116.378,116
28,6,51,53.2756,53
2,0,45,45.7837,45
12,2,26,26.4951,26
-3,0,37,37.4594,37
-19,4,25,24.9626,24
-5,1,22,22.5368,22
2,0,45,45.7837,45
4,0,115,116.378,116
12,2,26,26.4951,26
28,6,51,53.2756,53
-5,1,22,22.5368,22
-3,0,37,37.4594,37
-19,4,25,24.9626,24
9,2,360,360.764,360
18,4,39,39.5241,39
-19,4,416,415.526,415
-1,0,148,149.62,149
-12,2,80,81.5235,81
-9,2,62,63.1807,63
9,2,360,360.764,360
18,4,39,39.5241,39
-1,0,148,149.62,149
-9,2,62,63.1807,63
-19,4,416,415.526,415
-12,2,80,81.5235,81
4,0,77,79.0809,79
6,1,54,55.3176,55
20,4,25,24.9626,24
1,0,25,24.9729,24
8,1,22,22.5368,22
-16,3,219,219.807,219
-3,0,175,177.031,177
-17,4,75,76.968,76
-5,1,38,38.9272,38
-15,3,18,18.5311,18
1,0,25,24.9729,24
6,1,54,55.3176,55
4,0,77,79.0809,79
8,1,22,22.5368,22
20,4,25,24.9626,24
-5,1,38,38.9272,38
-17,4,75,76.968,76
-3,0,175,177.031,177
-15,3,18,18.5311,18
-16,3,219,219.807,219
33,8,153,159.555,159
8,1,110,110.859,110
14,3,106,107.609,107
14,3,106,107.609,107
8,1,110,110.859,110
33,8,153,159.555,159
1,0,612,609.623,609
32,7,218,219.388,219
31,7,117,118.242,118
33,8,47,49.861,49
22,5,62,63.4334,63
34,8,36,37.0324,37
-1,0,1113,1074.06,1074
-8,1,390,390.669,390
-4,0,21,20.8108,20
1,0,612,609.623,609
21,5,10,10.2312,10
34,8,36,37.0324,37
22,5,62,63.4334,63
31,7,117,118.242,118
32,7,218,219.388,219
33,8,47,49.861,49
-1,0,1113,1074.06,1074
-4,0,21,20.8108,20
-8,1,390,390.669,390
21,5,247,247.754,247
15,3,175,176.344,176
6,1,20,20.488,20
-6,1,18,18.4392,18
21,5,247,247.754,247
6,1,20,20.488,20
15,3,175,176.344,176
-6,1,18,18.4392,18
20,4,816,781.668,781
27,6,238,239.225,239
6,1,93,94.7854,94
6,1,92,93.5011,93
2,0,55,56.1891,56
-10,2,371,372.225,372
-15,3,18,18.5311,18
-15,3,6,6.17703,6
2,0,55,56.1891,56
6,1,92,93.5011,93
6,1,93,94.7854,94
27,6,238,239.225,239
20,4,816,781.668,781
-10,2,371,372.225,372
-15,3,18,18.5311,18
-15,3,6,6.17703,6
26,6,514,514.043,514
5,1,213,214.737,214
3,0,55,56.1891,56
10,2,48,48.9141,48
-13,3,42,43.2392,43
-6,1,26,26.6344,26
-17,4,25,24.9626,24
-12,2,1,2.03809,2
5,1,213,214.737,214
10,2,48,48.9141,48
26,6,514,514.043,514
3,0,55,56.1891,56
-13,3,42,43.2392,43
-17,4,25,24.9626,24
-6,1,26,26.6344,26
-12,2,1,2.03809,2
4,0,96,97.267,97
-32,7,57,58.4086,58
-26,6,51,53.2756,53
4,0,96,97.267,97
-26,6,51,53.2756,53
-32,7,57,58.4086,58
15,3,385,386.067,386
28,6,124,125.716,125
1,0,51,52.0269,52
1,0,23,22.8918,22
-21,5,405,404.977,404
-28,6,58,60.379,60
-5,1,62,63.5128,63
-28,6,30,31.9654,31
-18,4,33,33.2834,33
-19,4,21,20.8022,20
1,0,23,22.8918,22
1,0,51,52.0269,52
15,3,385,386.067,386
28,6,124,125.716,125
-5,1,62,63.5128,63
-21,5,405,404.977,404
-18,4,33,33.2834,33
-15,3,8,8.23605,8
-19,4,21,20.8022,20
-28,6,30,31.9654,31
-28,6,58,60.379,60
13,3,424,424.272,424
4,0,381,382,381
7,1,145,146.217,146
20,4,37,37.4439,37
13,3,424,424.272,424
7,1,145,146.217,146
4,0,381,382,381
20,4,37,37.4439,37
28,6,242,242.55,242
2,0,220,221.103,221
2,0,220,221.103,221
28,6,242,242.55,242
31,7,65,66.9562,66
-26,6,112,113.466,113
31,7,65,66.9562,66
-26,6,112,113.466,113
20,4,806,772.718,772
4,0,643,637.491,637
15,3,58,59.7113,59
-9,2,581,581.361,581
-15,3,276,277.53,277
15,3,58,59.7113,59
4,0,643,637.491,637
20,4,806,772.718,772
-9,2,581,581.361,581
-15,3,276,277.53,277
8,1,125,126.072,126
-20,4,202,202.645,202
-15,3,26,26.7672,26
-2,0,7,6.24323,6
8,1,125,126.072,126
-2,0,7,6.24323,6
-15,3,26,26.7672,26
-20,4,202,202.645,202
5,1,1278,1219.88,1219
17,4,845,807.51,807
36,9,57,57.606,57
5,1,1278,1219.88,1219
17,4,845,807.51,807
36,9,57,57.606,57
28,6,140,141.299,141
28,6,39,40.8446,40
6,1,20,20.488,20
-28,6,186,187.645,187
-19,4,23,22.8824,22
6,1,20,20.488,20
28,6,39,40.8446,40
28,6,140,141.299,141
-19,4,23,22.8824,22
-28,6,186,187.645,187
-23,5,454,453.858,453
-5,1,340,340.262,340
-22,5,203,205.014,205
-5,1,340,340.262,340
-22,5,203,205.014,205
-23,5,454,453.858,453
8,1,711,694.054,694
2,0,21,20.8108,20
-7,1,1368,1307.5,1307
-5,1,1043,995.871,995
-24,5,34,34.7861,34
2,0,21,20.8108,20
8,1,711,694.054,694
-5,1,1043,995.871,995
-7,1,1368,1307.5,1307
-24,5,34,34.7861,34
4,0,203,204.818,204
22,5,154,154.416,154
16,3,157,157.39,157
5,1,28,28.6832,28
1,0,11,10.4054,10
1,0,11,10.4054,10
5,1,28,28.6832,28
22,5,154,154.416,154
4,0,203,204.818,204
16,3,157,157.39,157
18,4,239,240.255,240
16,3,199,200.386,200
19,4,55,56.1658,56
14,3,46,47.3573,47
12,2,28,28.5332,28
22,5,4,4.09248,4
-6,1,58,59.4152,59
-19,4,25,24.9626,24
14,3,46,47.3573,47
18,4,239,240.255,240
22,5,4,4.09248,4
19,4,55,56.1658,56
12,2,28,28.5332,28
16,3,199,200.386,200
-6,1,58,59.4152,59
-19,4,25,24.9626,24
2,0,114,115.221,115
2,0,33,33.2972,33
-12,2,381,381.625,381
-15,3,282,283.933,283
2,0,114,115.221,115
2,0,33,33.2972,33
-15,3,282,283.933,283
-12,2,381,381.625,381
-10,2,526,525.497,525
-10,2,354,354.525,354
-20,4,153,154.71,154
-27,6,141,142.485,142
-8,1,117,117.967,117
-10,2,354,354.525,354
-10,2,526,525.497,525
-27,6,141,142.485,142
-8,1,117,117.967,117
-20,4,153,154.71,154
34,8,85,86.4089,86
26,6,43,44.3963,44
2,0,9,8.32431,8
-13,3,117,118.822,118
-26,6,75,76.3617,76
-10,2,46,46.876,46
-4,0,31,31.2162,31
34,8,85,86.4089,86
2,0,9,8.32431,8
26,6,43,44.3963,44
-13,3,117,118.822,118
-10,2,46,46.876,46
-26,6,75,76.3617,76
-4,0,31,31.2162,31
3,0,1130,1090.26,1090
7,1,1082,1032.63,1032
21,5,94,95.9571,95
13,3,78,80.3015,80
3,0,55,56.1891,56
6,1,40,40.976,40
-5,1,294,294.327,294
13,3,4,4.11802,4
13,3,78,80.3015,80
21,5,94,95.9571,95
6,1,40,40.976,40
3,0,55,56.1891,56
3,0,1130,1090.26,1090
7,1,1082,1032.63,1032
16,3,20,20.5901,20
-5,1,294,294.327,294
-6,1,1924,1873.8,1873
-6,1,1505,1444.16,1444
-17,4,33,33.2834,33
-17,4,33,33.2834,33
-6,1,1505,1444.16,1444
-6,1,1924,1873.8,1873
22,5,601,601.704,601
13,3,26,26.7672,26
6,1,16,16.3904,16
-26,6,385,385.761,385
-7,1,285,286.181,286
-37,9,68,68.5785,68
-7,1,58,59.4152,59
-20,4,47,47.8449,47
-1,0,43,43.7026,43
13,3,26,26.7672,26
6,1,16,16.3904,16
22,5,601,601.704,601
-1,0,43,43.7026,43
-26,6,385,385.761,385
-3,0,11,10.4054,10
-7,1,58,59.4152,59
-7,1,285,286.181,286
-12,2,4,4.07617,4
-12,2,6,6.11426,6
-20,4,47,47.8449,47
-37,9,68,68.5785,68
28,6,698,692.714,692
18,4,593,589.52,589
-28,6,151,151.909,151
18,4,593,589.52,589
28,6,698,692.714,692
-28,6,151,151.909,151
-29,7,131,132.488,132
-7,1,106,107.24,107
-35,8,32,32.9177,32
-2,0,19,18.7297,18
-29,7,131,132.488,132
-2,0,19,18.7297,18
-35,8,32,32.9177,32
-7,1,106,107.24,107
24,5,890,863.28,863
24,5,18,18.4162,18
-2,0,1064,1026.85,1026
-7,1,400,399.984,399
24,5,890,863.28,863
24,5,18,18.4162,18
-2,0,1064,1026.85,1026
-7,1,400,399.984,399
-9,2,42,42.7998,42
-23,5,34,34.7861,34
-9,2,42,42.7998,42
-23,5,34,34.7861,34
11,2,104,105.141,105
14,3,62,63.8294,63
-28,6,261,262.432,262
-28,6,48,49.7239,49
-3,0,51,52.0269,52
-14,3,18,18.5311,18
14,3,62,63.8294,63
11,2,104,105.141,105
-14,3,18,18.5311,18
-3,0,51,52.0269,52
-28,6,48,49.7239,49
-28,6,261,262.432,262
3,0,1421,1375.59,1375
3,0,170,171.823,171
31,7,92,94.0236,94
28,6,70,71.0342,71
-4,0,1144,1104.17,1104
-10,2,40,40.7617,40
-1,0,39,39.5405,39
31,7,92,94.0236,94
3,0,1421,1375.59,1375
3,0,170,171.823,171
28,6,70,71.0342,71
-1,0,39,39.5405,39
-10,2,40,40.7617,40
-4,0,1144,1104.17,1104
26,6,442,442.245,442
-3,0,474,473.645,473
26,6,442,442.245,442
-3,0,474,473.645,473
17,4,29,29.123,29
17,4,29,29.123,29
1,0,109,110.55,110
3,0,53,54.108,54
21,5,36,36.8323,36
21,5,28,28.6474,28
-27,6,364,365.113,365
-9,2,157,158.556,158
-20,4,53,54.0856,54
-13,3,28,28.8262,28
1,0,109,110.55,110
21,5,36,36.8323,36
21,5,28,28.6474,28
3,0,53,54.108,54
-9,2,157,158.556,158
-13,3,28,28.8262,28
-27,6,364,365.113,365
-20,4,53,54.0856,54
20,4,109,110.468,110
6,1,64,65.5616,65
13,3,34,35.0032,35
1,0,29,29.1351,29
19,4,13,12.4813,12
-34,8,34,35.6608,35
1,0,29,29.1351,29
13,3,34,35.0032,35
6,1,64,65.5616,65
19,4,13,12.4813,12
20,4,109,110.468,110
-34,8,34,35.6608,35
34,8,213,213.965,213
13,3,210,210.117,210
21,5,48,49.1098,49
6,1,42,43.0248,43
-3,0,84,85.3242,85
-15,3,34,35.0032,35
-5,1,28,28.6832,28
13,3,210,210.117,210
21,5,48,49.1098,49
34,8,213,213.965,213
6,1,42,43.0248,43
-5,1,28,28.6832,28
